IV3 - GRU,,,,,,,,
File Name,Ground Truth Sequence,Predicted Sequence,TP,FP,FN,Precision,Recall,F1-score
continuous_0371_S4_strategy2.npz,104 -> 74 -> 66 -> 18 -> 48 -> 36,104 -> 74 -> 66 -> 18 -> 48 -> 35,5,1,1,83.33%,83.33%,83.33%
continuous_0372_S4_strategy2.npz,36 -> 50 -> 56 -> 80 -> 64 -> 17 -> 96,36 -> 50 -> 45 -> 56 -> 80 -> 64 -> 17 -> 96,6,2,1,75.00%,85.71%,80.00%
continuous_0373_S4_strategy2.npz,82 -> 61 -> 46 -> 16 -> 34 -> 100,82 -> 83 -> 61 -> 44 -> 16 -> 9 -> 100,4,3,2,57.14%,66.67%,61.54%
continuous_0374_S4_strategy2.npz,2 -> 33 -> 15 -> 95 -> 69,2 -> 33 -> 15 -> 103 -> 95 -> 98 -> 63,2,5,3,28.57%,40.00%,33.33%
continuous_0375_S4_strategy2.npz,69 -> 103 -> 8 -> 15 -> 41,69 -> 66 -> 8 -> 15,3,1,2,75.00%,60.00%,66.67%
continuous_0376_S4_strategy2.npz,8 -> 13 -> 66 -> 76 -> 58 -> 100 -> 38,8 -> 3 -> 13 -> 66 -> 76 -> 58 -> 100 -> 38,6,2,1,75.00%,85.71%,80.00%
continuous_0377_S4_strategy2.npz,39 -> 98 -> 69 -> 16 -> 82,39 -> 98 -> 69 -> 57 -> 66 -> 16 -> 82,2,5,3,28.57%,40.00%,33.33%
continuous_0378_S4_strategy2.npz,98 -> 49 -> 12 -> 63 -> 3 -> 80 -> 57,98 -> 49 -> 11 -> 63 -> 3 -> 80 -> 57,6,1,1,85.71%,85.71%,85.71%
continuous_0379_S4_strategy2.npz,80 -> 51 -> 9 -> 70 -> 56 -> 10 -> 31,80 -> 51 -> 63 -> 9 -> 5 -> 70 -> 56 -> 10,3,5,4,37.50%,42.86%,40.00%
continuous_0380_S4_strategy2.npz,67 -> 19 -> 100 -> 53 -> 7,67 -> 9 -> 100 -> 57 -> 7,3,2,2,60.00%,60.00%,60.00%
continuous_0381_S4_strategy2.npz,30 -> 12 -> 67 -> 54 -> 75,31 -> 12 -> 3 -> 67 -> 54 -> 75,3,3,2,50.00%,60.00%,54.55%
continuous_0382_S4_strategy2.npz,49 -> 104 -> 58 -> 39 -> 71 -> 78 -> 6,49 -> 58 -> 39 -> 38 -> 71 -> 78 -> 72,2,5,5,28.57%,28.57%,28.57%
continuous_0383_S4_strategy2.npz,48 -> 10 -> 34 -> 0 -> 98 -> 55,48 -> 47 -> 37 -> 34 -> 0 -> 98,0,6,6,0.00%,0.00%,0.00%
continuous_0384_S4_strategy2.npz,71 -> 3 -> 59 -> 74 -> 36,71 -> 3 -> 59 -> 37,3,1,2,75.00%,60.00%,66.67%
continuous_0385_S4_strategy2.npz,13 -> 9 -> 43 -> 75 -> 95 -> 68 -> 36,13 -> 9 -> 75 -> 95 -> 68,5,0,2,100.00%,71.43%,83.33%
continuous_0386_S4_strategy2.npz,5 -> 101 -> 75 -> 17 -> 38,5 -> 101 -> 75 -> 38,3,1,2,75.00%,60.00%,66.67%
continuous_0387_S4_strategy2.npz,44 -> 60 -> 100 -> 15 -> 65 -> 83,44 -> 60 -> 100 -> 15 -> 65 -> 83,6,0,0,100.00%,100.00%,100.00%
continuous_0388_S4_strategy2.npz,30 -> 79 -> 55 -> 48 -> 14 -> 7 -> 65,30 -> 79 -> 48 -> 14 -> 65,5,0,2,100.00%,71.43%,83.33%
continuous_0389_S4_strategy2.npz,43 -> 1 -> 19 -> 78 -> 58 -> 37 -> 71,43 -> 1 -> 9 -> 78 -> 58 -> 37 -> 39 -> 37 -> 71,2,7,5,22.22%,28.57%,25.00%
continuous_0390_S4_strategy2.npz,65 -> 97 -> 16 -> 38 -> 2 -> 50 -> 58,65 -> 97 -> 16 -> 38 -> 2 -> 50,5,1,2,83.33%,71.43%,76.92%
continuous_0391_S4_strategy2.npz,40 -> 80 -> 46 -> 68 -> 15 -> 98,40 -> 80 -> 46 -> 58 -> 15 -> 98,5,1,1,83.33%,83.33%,83.33%
continuous_0392_S4_strategy2.npz,1 -> 40 -> 15 -> 60 -> 51,1 -> 40 -> 15 -> 60,3,1,2,75.00%,60.00%,66.67%
continuous_0393_S4_strategy2.npz,84 -> 59 -> 6 -> 39 -> 71 -> 14 -> 50,84 -> 59 -> 6 -> 41 -> 39 -> 71 -> 14 -> 50,6,2,1,75.00%,85.71%,80.00%
continuous_0394_S4_strategy2.npz,64 -> 11 -> 42 -> 78 -> 54 -> 40 -> 8,64 -> 45 -> 40 -> 8,2,2,5,50.00%,28.57%,36.36%
continuous_0395_S4_strategy2.npz,9 -> 39 -> 48 -> 66 -> 17 -> 81 -> 56,9 -> 48 -> 66 -> 17 -> 81 -> 56,3,3,4,50.00%,42.86%,46.15%
continuous_0396_S4_strategy2.npz,43 -> 82 -> 39 -> 56 -> 18 -> 69,43 -> 82 -> 39 -> 56 -> 18 -> 69,4,2,2,66.67%,66.67%,66.67%
continuous_0397_S4_strategy2.npz,1 -> 62 -> 37 -> 57 -> 84,62 -> 37 -> 41 -> 57 -> 84,2,3,3,40.00%,40.00%,40.00%
continuous_0398_S4_strategy2.npz,82 -> 45 -> 10 -> 68 -> 52 -> 30 -> 5,82 -> 77 -> 45 -> 68 -> 52 -> 31 -> 30 -> 31 -> 5,2,7,5,22.22%,28.57%,25.00%
continuous_0399_S4_strategy2.npz,19 -> 73 -> 69 -> 48 -> 38 -> 1,77 -> 73 -> 69 -> 48 -> 38 -> 1,5,1,1,83.33%,83.33%,83.33%
continuous_0400_S5_strategy2.npz,87 -> 11 -> 29 -> 100 -> 35 -> 43 -> 55,87 -> 29 -> 97 -> 100 -> 97 -> 55,2,4,5,33.33%,28.57%,30.77%
continuous_0401_S5_strategy2.npz,40 -> 29 -> 90 -> 49 -> 11 -> 9,40 -> 29 -> 91 -> 90 -> 11 -> 9,4,2,2,66.67%,66.67%,66.67%
continuous_0402_S5_strategy2.npz,96 -> 2 -> 94 -> 77 -> 59 -> 44,96 -> 2 -> 94 -> 91 -> 59 -> 44,4,2,2,66.67%,66.67%,66.67%
continuous_0403_S5_strategy2.npz,62 -> 11 -> 31 -> 50 -> 26 -> 59,63 -> 11 -> 31 -> 50,1,3,5,25.00%,16.67%,20.00%
continuous_0404_S5_strategy2.npz,1 -> 35 -> 58 -> 24 -> 17 -> 74,2 -> 36 -> 58,0,3,6,0.00%,0.00%,0.00%
continuous_0405_S5_strategy2.npz,59 -> 28 -> 81 -> 17 -> 87,59 -> 70 -> 17 -> 87,2,2,3,50.00%,40.00%,44.44%
continuous_0406_S5_strategy2.npz,17 -> 40 -> 49 -> 87 -> 95 -> 81,40 -> 87 -> 95 -> 81,2,2,4,50.00%,33.33%,40.00%
continuous_0407_S5_strategy2.npz,90 -> 104 -> 10 -> 3 -> 26,90 -> 14 -> 3 -> 26,2,2,3,50.00%,40.00%,44.44%
continuous_0408_S5_strategy2.npz,46 -> 95 -> 36 -> 12 -> 8 -> 85 -> 82,44 -> 95 -> 3 -> 8 -> 85 -> 82,4,2,3,66.67%,57.14%,61.54%
continuous_0409_S5_strategy2.npz,99 -> 44 -> 16 -> 85 -> 21 -> 38 -> 59,99 -> 44 -> 16 -> 85 -> 71 -> 21 -> 38,4,3,3,57.14%,57.14%,57.14%
continuous_0410_S5_strategy2.npz,67 -> 19 -> 40 -> 7 -> 43,67 -> 19 -> 40 -> 7 -> 43,4,1,1,80.00%,80.00%,80.00%
continuous_0411_S5_strategy2.npz,89 -> 34 -> 12 -> 78 -> 0,32 -> 12 -> 78,2,1,3,66.67%,40.00%,50.00%
continuous_0412_S5_strategy2.npz,60 -> 66 -> 48 -> 6 -> 32 -> 92 -> 17,66 -> 48 -> 6 -> 92 -> 17,4,1,3,80.00%,57.14%,66.67%
continuous_0413_S5_strategy2.npz,9 -> 28 -> 47 -> 71 -> 10 -> 82,9 -> 47 -> 71 -> 10 -> 82,5,0,1,100.00%,83.33%,90.91%
continuous_0414_S5_strategy2.npz,9 -> 104 -> 18 -> 94 -> 47,9 -> 104 -> 9 -> 18 -> 94 -> 47,5,1,0,83.33%,100.00%,90.91%
continuous_0415_S5_strategy2.npz,56 -> 11 -> 104 -> 38 -> 47 -> 22,56 -> 38 -> 47 -> 22,2,2,4,50.00%,33.33%,40.00%
continuous_0416_S5_strategy2.npz,50 -> 53 -> 92 -> 84 -> 96 -> 33 -> 62,50 -> 92 -> 84 -> 96 -> 33,5,0,2,100.00%,71.43%,83.33%
continuous_0417_S5_strategy2.npz,28 -> 98 -> 18 -> 53 -> 67 -> 6 -> 92,28 -> 18 -> 6 -> 92,2,2,5,50.00%,28.57%,36.36%
continuous_0418_S5_strategy2.npz,102 -> 60 -> 26 -> 40 -> 6 -> 89,60 -> 40 -> 88 -> 6 -> 89,2,3,4,40.00%,33.33%,36.36%
continuous_0419_S5_strategy2.npz,22 -> 49 -> 30 -> 19 -> 2,22 -> 30 -> 19,3,0,2,100.00%,60.00%,75.00%
continuous_0420_S5_strategy2.npz,4 -> 50 -> 96 -> 81 -> 54 -> 90,4 -> 50 -> 96 -> 81 -> 90,4,1,2,80.00%,66.67%,72.73%
continuous_0421_S5_strategy2.npz,55 -> 1 -> 10 -> 33 -> 92 -> 47 -> 104,55 -> 2 -> 10 -> 92 -> 63 -> 47 -> 104,4,3,3,57.14%,57.14%,57.14%
continuous_0422_S5_strategy2.npz,45 -> 17 -> 64 -> 56 -> 24,45 -> 64 -> 56,3,0,2,100.00%,60.00%,75.00%
continuous_0423_S5_strategy2.npz,2 -> 66 -> 48 -> 25 -> 12 -> 55 -> 89,2 -> 66 -> 48 -> 25 -> 3 -> 55,5,1,2,83.33%,71.43%,76.92%
continuous_0424_S5_strategy2.npz,30 -> 51 -> 55 -> 3 -> 104 -> 20 -> 93,17 -> 42 -> 55 -> 3 -> 104 -> 20 -> 93,5,2,2,71.43%,71.43%,71.43%
continuous_0425_S5_strategy2.npz,43 -> 100 -> 69 -> 87 -> 38 -> 74 -> 14,43 -> 100 -> 38 -> 74 -> 67 -> 14,3,3,4,50.00%,42.86%,46.15%
continuous_0426_S5_strategy2.npz,17 -> 36 -> 57 -> 104 -> 46 -> 82,17 -> 6 -> 34 -> 57 -> 14 -> 44 -> 82,3,4,3,42.86%,50.00%,46.15%
continuous_0427_S5_strategy2.npz,9 -> 18 -> 26 -> 90 -> 42 -> 37 -> 101,9 -> 18 -> 90 -> 37 -> 101,4,1,3,80.00%,57.14%,66.67%
continuous_0428_S5_strategy2.npz,20 -> 61 -> 39 -> 46 -> 101 -> 16,20 -> 61 -> 39 -> 40 -> 44 -> 101,2,4,4,33.33%,33.33%,33.33%
continuous_0429_S5_strategy2.npz,66 -> 19 -> 33 -> 103 -> 46,66 -> 19 -> 46,3,0,2,100.00%,60.00%,75.00%
continuous_0430_S5_strategy2.npz,44 -> 2 -> 82 -> 69 -> 17,44 -> 2 -> 82 -> 69,4,0,1,100.00%,80.00%,88.89%
continuous_0431_S5_strategy2.npz,73 -> 29 -> 102 -> 90 -> 43 -> 17,73 -> 90 -> 43 -> 17,3,1,3,75.00%,50.00%,60.00%
continuous_0432_S5_strategy2.npz,53 -> 83 -> 4 -> 12 -> 88 -> 37,37 -> 83 -> 4 -> 88,2,2,4,50.00%,33.33%,40.00%
continuous_0433_S5_strategy2.npz,22 -> 63 -> 35 -> 19 -> 93,22 -> 63 -> 19 -> 93,3,1,2,75.00%,60.00%,66.67%
continuous_0434_S5_strategy2.npz,60 -> 75 -> 44 -> 15 -> 28,60 -> 75 -> 44,2,1,3,66.67%,40.00%,50.00%
continuous_0435_S5_strategy2.npz,24 -> 46 -> 66 -> 52 -> 103 -> 19 -> 32,46 -> 66 -> 32,3,0,4,100.00%,42.86%,60.00%
continuous_0436_S5_strategy2.npz,83 -> 101 -> 91 -> 10 -> 66,83 -> 101 -> 89 -> 91 -> 10,2,3,3,40.00%,40.00%,40.00%
continuous_0437_S5_strategy2.npz,87 -> 64 -> 24 -> 84 -> 37 -> 60,87 -> 84 -> 37 -> 60,2,2,4,50.00%,33.33%,40.00%
continuous_0438_S5_strategy2.npz,20 -> 88 -> 3 -> 96 -> 32 -> 77 -> 69,20 -> 88 -> 96 -> 77 -> 69,4,1,3,80.00%,57.14%,66.67%
continuous_0439_S5_strategy2.npz,2 -> 91 -> 55 -> 45 -> 41 -> 71 -> 22,2 -> 91 -> 55 -> 45 -> 71 -> 22,6,0,1,100.00%,85.71%,92.31%
continuous_0440_S5_strategy2.npz,89 -> 39 -> 98 -> 73 -> 66 -> 57,73 -> 66 -> 57,1,2,5,33.33%,16.67%,22.22%
continuous_0441_S5_strategy2.npz,93 -> 3 -> 79 -> 66 -> 53,93 -> 3 -> 79 -> 63,3,1,2,75.00%,60.00%,66.67%
continuous_0442_S5_strategy2.npz,54 -> 51 -> 97 -> 34 -> 78 -> 90,97 -> 37 -> 34 -> 78 -> 90,2,3,4,40.00%,33.33%,36.36%
continuous_0443_S5_strategy2.npz,99 -> 58 -> 13 -> 23 -> 5 -> 69,13 -> 5 -> 69,1,2,5,33.33%,16.67%,22.22%
continuous_0444_S5_strategy2.npz,92 -> 100 -> 44 -> 8 -> 37 -> 16,92 -> 100 -> 44 -> 8 -> 37 -> 31 -> 16,4,3,2,57.14%,66.67%,61.54%
continuous_0445_S5_strategy2.npz,72 -> 22 -> 70 -> 86 -> 19 -> 55 -> 102,72 -> 22 -> 70 -> 86 -> 19 -> 55,4,2,3,66.67%,57.14%,61.54%
continuous_0446_S5_strategy2.npz,2 -> 61 -> 39 -> 94 -> 62,2 -> 61 -> 39 -> 94 -> 62,3,2,2,60.00%,60.00%,60.00%
continuous_0447_S5_strategy2.npz,93 -> 25 -> 83 -> 56 -> 63,83 -> 56,2,0,3,100.00%,40.00%,57.14%
continuous_0448_S5_strategy2.npz,8 -> 74 -> 93 -> 62 -> 95 -> 35,74 -> 70 -> 91 -> 62 -> 95,1,4,5,20.00%,16.67%,18.18%
continuous_0449_S5_strategy2.npz,39 -> 25 -> 99 -> 73 -> 3 -> 70,39 -> 44 -> 25 -> 99 -> 73 -> 3 -> 70,6,1,0,85.71%,100.00%,92.31%
continuous_0450_S5_strategy2.npz,102 -> 43 -> 64 -> 41 -> 4,43 -> 65 -> 41 -> 4,1,3,4,25.00%,20.00%,22.22%
continuous_0451_S5_strategy2.npz,50 -> 56 -> 82 -> 15 -> 66 -> 41 -> 104,50 -> 56 -> 82 -> 15 -> 66 -> 41 -> 104,7,0,0,100.00%,100.00%,100.00%
continuous_0452_S5_strategy2.npz,91 -> 23 -> 70 -> 73 -> 100 -> 47 -> 56,91 -> 70 -> 73 -> 100 -> 47 -> 56,5,1,2,83.33%,71.43%,76.92%
continuous_0453_S5_strategy2.npz,47 -> 83 -> 93 -> 99 -> 59,47 -> 83 -> 93 -> 99,4,0,1,100.00%,80.00%,88.89%
continuous_0454_S5_strategy2.npz,15 -> 88 -> 0 -> 83 -> 98,88 -> 0 -> 48 -> 83,1,3,4,25.00%,20.00%,22.22%
continuous_0455_S5_strategy2.npz,4 -> 97 -> 33 -> 87 -> 70 -> 73 -> 18,4 -> 97 -> 33 -> 87 -> 70 -> 73 -> 18,7,0,0,100.00%,100.00%,100.00%
continuous_0456_S5_strategy2.npz,57 -> 10 -> 84 -> 102 -> 5 -> 67 -> 26,57 -> 10 -> 84 -> 102 -> 5 -> 67 -> 63 -> 26,6,2,1,75.00%,85.71%,80.00%
continuous_0457_S5_strategy2.npz,58 -> 65 -> 16 -> 9 -> 76 -> 97,58 -> 65 -> 16 -> 97,3,1,3,75.00%,50.00%,60.00%
continuous_0458_S5_strategy2.npz,13 -> 102 -> 84 -> 71 -> 39,13 -> 84 -> 71 -> 39,4,0,1,100.00%,80.00%,88.89%
continuous_0459_S5_strategy2.npz,72 -> 34 -> 27 -> 64 -> 98 -> 94 -> 19,72 -> 34 -> 98 -> 94 -> 19,4,1,3,80.00%,57.14%,66.67%
continuous_0460_S5_strategy2.npz,74 -> 36 -> 51 -> 103 -> 1 -> 21,74 -> 70,1,1,5,50.00%,16.67%,25.00%
continuous_0461_S5_strategy2.npz,29 -> 13 -> 42 -> 52 -> 0 -> 96 -> 68,42 -> 52 -> 0 -> 96,2,2,5,50.00%,28.57%,36.36%
continuous_0462_S5_strategy2.npz,59 -> 32 -> 77 -> 19 -> 22,32 -> 77 -> 19 -> 22,2,2,3,50.00%,40.00%,44.44%
continuous_0463_S5_strategy2.npz,59 -> 6 -> 11 -> 24 -> 32 -> 69,6 -> 11 -> 32 -> 69,4,0,2,100.00%,66.67%,80.00%
continuous_0464_S5_strategy2.npz,88 -> 43 -> 100 -> 22 -> 18 -> 67 -> 81,88 -> 100 -> 22 -> 18 -> 67 -> 81,3,3,4,50.00%,42.86%,46.15%
continuous_0465_S5_strategy2.npz,97 -> 87 -> 21 -> 79 -> 63,97 -> 87 -> 21,2,1,3,66.67%,40.00%,50.00%
continuous_0466_S5_strategy2.npz,10 -> 66 -> 46 -> 1 -> 92 -> 83 -> 28,10 -> 46 -> 49 -> 92 -> 83,4,1,3,80.00%,57.14%,66.67%
continuous_0467_S5_strategy2.npz,45 -> 56 -> 31 -> 100 -> 3 -> 75 -> 29,45 -> 56 -> 37 -> 31 -> 100 -> 3 -> 75,2,5,5,28.57%,28.57%,28.57%
continuous_0468_S5_strategy2.npz,8 -> 19 -> 77 -> 94 -> 37,8 -> 94,2,0,3,100.00%,40.00%,57.14%
continuous_0469_S5_strategy2.npz,4 -> 12 -> 92 -> 75 -> 23 -> 50 -> 98,4 -> 12 -> 92 -> 75 -> 24 -> 23 -> 44 -> 50,2,6,5,25.00%,28.57%,26.67%
continuous_0470_S5_strategy2.npz,67 -> 101 -> 8 -> 86 -> 61 -> 74,67 -> 101 -> 86 -> 61 -> 74,5,0,1,100.00%,83.33%,90.91%
continuous_0471_S5_strategy2.npz,75 -> 102 -> 12 -> 37 -> 0 -> 56,75 -> 102 -> 12 -> 37 -> 56,4,1,2,80.00%,66.67%,72.73%
continuous_0472_S5_strategy2.npz,92 -> 67 -> 0 -> 20 -> 103 -> 58 -> 42,92 -> 0 -> 49 -> 20 -> 50 -> 58 -> 42,4,3,3,57.14%,57.14%,57.14%
continuous_0473_S5_strategy2.npz,69 -> 76 -> 85 -> 45 -> 12 -> 31 -> 61,69 -> 76 -> 85 -> 45 -> 12 -> 61,5,1,2,83.33%,71.43%,76.92%
continuous_0474_S5_strategy2.npz,65 -> 45 -> 56 -> 11 -> 36 -> 99 -> 76,65 -> 45 -> 56 -> 99 -> 76,5,0,2,100.00%,71.43%,83.33%
continuous_0475_S5_strategy2.npz,89 -> 80 -> 67 -> 5 -> 47 -> 96,89 -> 80 -> 67 -> 47 -> 96,5,0,1,100.00%,83.33%,90.91%
continuous_0476_S5_strategy2.npz,75 -> 46 -> 60 -> 7 -> 69,75 -> 46 -> 60 -> 7 -> 69,5,0,0,100.00%,100.00%,100.00%
continuous_0477_S5_strategy2.npz,78 -> 55 -> 69 -> 85 -> 43 -> 27,73 -> 55 -> 69 -> 85 -> 43,3,2,3,60.00%,50.00%,54.55%
continuous_0478_S5_strategy2.npz,80 -> 38 -> 18 -> 71 -> 21 -> 93 -> 61,80 -> 38 -> 18 -> 71 -> 21,3,2,4,60.00%,42.86%,50.00%
continuous_0479_S5_strategy2.npz,104 -> 85 -> 66 -> 1 -> 13,85 -> 66 -> 13,3,0,2,100.00%,60.00%,75.00%
continuous_0480_S5_strategy2.npz,68 -> 85 -> 0 -> 41 -> 26,85 -> 7 -> 0 -> 41 -> 26,2,3,3,40.00%,40.00%,40.00%
continuous_0481_S5_strategy2.npz,28 -> 34 -> 102 -> 89 -> 55 -> 7,28 -> 44 -> 34 -> 102 -> 89 -> 55 -> 7,3,4,3,42.86%,50.00%,46.15%
continuous_0482_S5_strategy2.npz,88 -> 32 -> 22 -> 78 -> 66 -> 9,88 -> 32 -> 22 -> 78 -> 73 -> 66 -> 9,5,2,1,71.43%,83.33%,76.92%
continuous_0483_S5_strategy2.npz,21 -> 90 -> 37 -> 99 -> 64 -> 10,90 -> 37 -> 99 -> 64,2,2,4,50.00%,33.33%,40.00%
continuous_0484_S5_strategy2.npz,81 -> 93 -> 19 -> 102 -> 9 -> 29 -> 31,81 -> 70 -> 93 -> 19 -> 9 -> 29 -> 31,4,3,3,57.14%,57.14%,57.14%
continuous_0485_S5_strategy2.npz,24 -> 97 -> 66 -> 40 -> 56 -> 43,97 -> 66 -> 40 -> 56 -> 43,3,2,3,60.00%,50.00%,54.55%
continuous_0486_S5_strategy2.npz,89 -> 8 -> 104 -> 13 -> 76 -> 60 -> 21,89 -> 8 -> 104 -> 14 -> 13 -> 76 -> 60 -> 21,6,2,1,75.00%,85.71%,80.00%
continuous_0487_S5_strategy2.npz,93 -> 7 -> 29 -> 50 -> 100,93 -> 7 -> 50 -> 100,4,0,1,100.00%,80.00%,88.89%
continuous_0488_S5_strategy2.npz,55 -> 30 -> 18 -> 89 -> 48,55 -> 30 -> 18,1,2,4,33.33%,20.00%,25.00%
continuous_0489_S5_strategy2.npz,45 -> 79 -> 60 -> 88 -> 22 -> 4 -> 71,45 -> 79 -> 60 -> 88 -> 21 -> 4 -> 71,6,1,1,85.71%,85.71%,85.71%
continuous_0490_S5_strategy2.npz,5 -> 41 -> 74 -> 55 -> 13,5 -> 41 -> 55 -> 13,4,0,1,100.00%,80.00%,88.89%
continuous_0491_S5_strategy2.npz,35 -> 5 -> 55 -> 63 -> 50 -> 101,55 -> 63 -> 50,2,1,4,66.67%,33.33%,44.44%
continuous_0492_S5_strategy2.npz,23 -> 12 -> 78 -> 94 -> 49 -> 97 -> 0,78 -> 94 -> 98 -> 97 -> 0,2,3,5,40.00%,28.57%,33.33%
continuous_0493_S5_strategy2.npz,72 -> 97 -> 7 -> 54 -> 16 -> 46 -> 23,72 -> 97 -> 7 -> 16 -> 44 -> 23,5,1,2,83.33%,71.43%,76.92%
continuous_0494_S5_strategy2.npz,53 -> 15 -> 68 -> 93 -> 28,53 -> 57 -> 15 -> 93,1,3,4,25.00%,20.00%,22.22%
continuous_0495_S5_strategy2.npz,83 -> 70 -> 40 -> 20 -> 46 -> 90,83 -> 70 -> 40 -> 20 -> 44 -> 45 -> 90,3,4,3,42.86%,50.00%,46.15%
continuous_0496_S5_strategy2.npz,26 -> 93 -> 10 -> 51 -> 52 -> 31 -> 73,26 -> 44 -> 93 -> 10 -> 52 -> 37 -> 31 -> 73,5,3,2,62.50%,71.43%,66.67%
continuous_0497_S5_strategy2.npz,90 -> 11 -> 100 -> 3 -> 24 -> 62 -> 80,90 -> 11 -> 100 -> 3 -> 80,4,1,3,80.00%,57.14%,66.67%
continuous_0498_S5_strategy2.npz,17 -> 38 -> 86 -> 26 -> 9,17 -> 38 -> 92,2,1,3,66.67%,40.00%,50.00%
continuous_0499_S5_strategy2.npz,91 -> 96 -> 31 -> 4 -> 25 -> 16 -> 72,91 -> 96 -> 31 -> 4 -> 25 -> 16 -> 72,7,0,0,100.00%,100.00%,100.00%
continuous_0500_S5_strategy2.npz,5 -> 68 -> 24 -> 89 -> 81 -> 14,5 -> 89 -> 81 -> 77 -> 14,2,3,4,40.00%,33.33%,36.36%
continuous_0501_S5_strategy2.npz,35 -> 59 -> 94 -> 100 -> 76 -> 10 -> 45,59 -> 94 -> 100 -> 76 -> 10,4,1,3,80.00%,57.14%,66.67%
continuous_0502_S5_strategy2.npz,70 -> 41 -> 57 -> 96 -> 47,70 -> 41 -> 57 -> 96 -> 47,5,0,0,100.00%,100.00%,100.00%
continuous_0503_S5_strategy2.npz,2 -> 62 -> 36 -> 42 -> 80 -> 103,1 -> 80,1,1,5,50.00%,16.67%,25.00%
continuous_0504_S5_strategy2.npz,45 -> 62 -> 91 -> 84 -> 24,45 -> 91 -> 84,3,0,2,100.00%,60.00%,75.00%
continuous_0505_S5_strategy2.npz,30 -> 99 -> 22 -> 89 -> 2 -> 59 -> 70,30 -> 85 -> 99 -> 22 -> 89 -> 2 -> 70,2,5,5,28.57%,28.57%,28.57%
continuous_0506_S5_strategy2.npz,75 -> 32 -> 65 -> 4 -> 61 -> 13,75 -> 30 -> 65 -> 4 -> 13,4,1,2,80.00%,66.67%,72.73%
continuous_0507_S5_strategy2.npz,4 -> 12 -> 58 -> 26 -> 85 -> 31,4 -> 58 -> 26 -> 85 -> 84 -> 85 -> 31,3,4,3,42.86%,50.00%,46.15%
continuous_0508_S5_strategy2.npz,51 -> 15 -> 86 -> 4 -> 27 -> 37 -> 70,92 -> 86 -> 4 -> 37,3,1,4,75.00%,42.86%,54.55%
continuous_0509_S5_strategy2.npz,27 -> 48 -> 57 -> 87 -> 8 -> 65 -> 40,48 -> 57 -> 87 -> 65 -> 40,3,2,4,60.00%,42.86%,50.00%
continuous_0510_S5_strategy2.npz,42 -> 104 -> 75 -> 86 -> 5 -> 33 -> 69,75 -> 86 -> 92 -> 69,2,2,5,50.00%,28.57%,36.36%
continuous_0511_S5_strategy2.npz,8 -> 71 -> 45 -> 13 -> 97 -> 78,8 -> 71 -> 45 -> 13 -> 97 -> 78,5,1,1,83.33%,83.33%,83.33%
continuous_0512_S5_strategy2.npz,7 -> 57 -> 85 -> 100 -> 29,7 -> 57 -> 100,3,0,2,100.00%,60.00%,75.00%
continuous_0513_S5_strategy2.npz,13 -> 74 -> 38 -> 2 -> 96 -> 55,13 -> 74 -> 70 -> 38 -> 2 -> 96 -> 55,6,1,0,85.71%,100.00%,92.31%
continuous_0514_S5_strategy2.npz,43 -> 38 -> 57 -> 29 -> 16,43 -> 38 -> 57 -> 29 -> 16,5,0,0,100.00%,100.00%,100.00%
continuous_0515_S5_strategy2.npz,70 -> 81 -> 14 -> 21 -> 59 -> 88,66 -> 70 -> 81 -> 70 -> 14 -> 21,0,6,6,0.00%,0.00%,0.00%
continuous_0516_S5_strategy2.npz,4 -> 16 -> 20 -> 49 -> 87 -> 52 -> 34,4 -> 16 -> 20 -> 87 -> 52,4,1,3,80.00%,57.14%,66.67%
continuous_0517_S5_strategy2.npz,99 -> 30 -> 86 -> 75 -> 11,99 -> 30 -> 75 -> 11,3,1,2,75.00%,60.00%,66.67%
continuous_0518_S5_strategy2.npz,54 -> 34 -> 101 -> 14 -> 4,101 -> 4,2,0,3,100.00%,40.00%,57.14%
continuous_0519_S5_strategy2.npz,47 -> 12 -> 72 -> 85 -> 53 -> 3,47 -> 12 -> 72 -> 85 -> 57 -> 5,3,3,3,50.00%,50.00%,50.00%
continuous_0520_S5_strategy2.npz,69 -> 42 -> 90 -> 1 -> 53 -> 83,69 -> 90 -> 83,3,0,3,100.00%,50.00%,66.67%
continuous_0521_S5_strategy2.npz,60 -> 97 -> 86 -> 30 -> 80,60 -> 97 -> 86 -> 30 -> 80,5,0,0,100.00%,100.00%,100.00%
continuous_0522_S5_strategy2.npz,78 -> 24 -> 34 -> 9 -> 52 -> 70,24 -> 34 -> 9 -> 70,2,2,4,50.00%,33.33%,40.00%
continuous_0523_S5_strategy2.npz,2 -> 16 -> 55 -> 96 -> 85,2 -> 16 -> 55 -> 96 -> 85,5,0,0,100.00%,100.00%,100.00%
continuous_0524_S5_strategy2.npz,19 -> 43 -> 23 -> 104 -> 86 -> 70 -> 3,19 -> 43 -> 23 -> 104 -> 86 -> 70 -> 3,5,2,2,71.43%,71.43%,71.43%
continuous_0525_S5_strategy2.npz,10 -> 66 -> 31 -> 56 -> 74 -> 23,10 -> 66 -> 37 -> 31 -> 56,2,3,4,40.00%,33.33%,36.36%
continuous_0526_S5_strategy2.npz,74 -> 4 -> 39 -> 16 -> 50,74 -> 4 -> 16 -> 9,3,1,2,75.00%,60.00%,66.67%
