Transformer,,,,
File Name,Frame Range,Ground Truth Category,Predicted Category,Match Status
continuous_0255_S4_strategy2.npz,8330–12595,DRINK,DRINK,TP
continuous_0255_S4_strategy2.npz,11600–14500,—,GREETING,FP
continuous_0255_S4_strategy2.npz,12595–16760,GREETING,—,FN
continuous_0255_S4_strategy2.npz,14500–17400,—,RELATIONSHIPS,FP
continuous_0255_S4_strategy2.npz,16760–21092,COLOR,—,FN
continuous_0255_S4_strategy2.npz,17400–20300,—,SURVIVAL,FP
continuous_0255_S4_strategy2.npz,21092–24885,DAYS,DAYS,TP
continuous_0255_S4_strategy2.npz,24885–28984,FAMILY,FAMILY,TP
continuous_0256_S4_strategy2.npz,0–4099,GREETING,GREETING,TP
continuous_0256_S4_strategy2.npz,4099–8331,SURVIVAL,SURVIVAL,TP
continuous_0256_S4_strategy2.npz,8331–12463,FOOD,FOOD,TP
continuous_0256_S4_strategy2.npz,12463–16628,CALENDAR,CALENDAR,TP
continuous_0256_S4_strategy2.npz,14700–18366,—,DRINK,FP
continuous_0256_S4_strategy2.npz,16628–20760,DRINK,—,FN
continuous_0256_S4_strategy2.npz,18366–22066,—,SURVIVAL,FP
continuous_0256_S4_strategy2.npz,20760–25125,COLOR,COLOR,TP
continuous_0256_S4_strategy2.npz,25125–29424,NUMBER,NUMBER,TP
continuous_0257_S4_strategy2.npz,0–4465,CALENDAR,CALENDAR,TP
continuous_0257_S4_strategy2.npz,4465–8664,FAMILY,FAMILY,TP
continuous_0257_S4_strategy2.npz,8664–12796,SURVIVAL,SURVIVAL,TP
continuous_0257_S4_strategy2.npz,12796–17195,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0257_S4_strategy2.npz,17195–21494,FOOD,FOOD,TP
continuous_0257_S4_strategy2.npz,21494–25659,DAYS,DAYS,TP
continuous_0258_S4_strategy2.npz,0–4166,CALENDAR,CALENDAR,TP
continuous_0258_S4_strategy2.npz,4166–8165,FAMILY,FAMILY,TP
continuous_0258_S4_strategy2.npz,5966–8966,—,FAMILY,FP
continuous_0258_S4_strategy2.npz,8165–12462,DAYS,DAYS,TP
continuous_0258_S4_strategy2.npz,12462–16728,GREETING,GREETING,TP
continuous_0258_S4_strategy2.npz,16728–20927,NUMBER,NUMBER,TP
continuous_0259_S4_strategy2.npz,0–4232,COLOR,COLOR,TP
continuous_0259_S4_strategy2.npz,2533–5066,—,GREETING,FP
continuous_0259_S4_strategy2.npz,4232–8364,GREETING,—,FN
continuous_0259_S4_strategy2.npz,5066–7600,—,DRINK,FP
continuous_0259_S4_strategy2.npz,7600–12700,—,DRINK,FP
continuous_0259_S4_strategy2.npz,8364–12730,DRINK,—,FN
continuous_0259_S4_strategy2.npz,12730–17062,CALENDAR,CALENDAR,TP
continuous_0259_S4_strategy2.npz,17062–21228,DAYS,DAYS,TP
continuous_0259_S4_strategy2.npz,21228–25426,SURVIVAL,SURVIVAL,TP
continuous_0260_S4_strategy2.npz,0–4099,CALENDAR,CALENDAR,TP
continuous_0260_S4_strategy2.npz,3000–6000,—,RELATIONSHIPS,FP
continuous_0260_S4_strategy2.npz,4099–8798,RELATIONSHIPS,—,FN
continuous_0260_S4_strategy2.npz,6000–9000,—,RELATIONSHIPS,FP
continuous_0260_S4_strategy2.npz,8798–12930,FAMILY,FAMILY,TP
continuous_0260_S4_strategy2.npz,12000–15000,—,RELATIONSHIPS,FP
continuous_0260_S4_strategy2.npz,12930–17162,SURVIVAL,SURVIVAL,TP
continuous_0260_S4_strategy2.npz,17162–21394,NUMBER,NUMBER,TP
continuous_0260_S4_strategy2.npz,18000–21000,—,SURVIVAL,FP
continuous_0260_S4_strategy2.npz,21394–25826,FOOD,FOOD,TP
continuous_0260_S4_strategy2.npz,25826–30025,DAYS,DAYS,TP
continuous_0261_S4_strategy2.npz,0–4165,CALENDAR,CALENDAR,TP
continuous_0261_S4_strategy2.npz,2500–5000,—,DAYS,FP
continuous_0261_S4_strategy2.npz,4165–8428,DAYS,—,FN
continuous_0261_S4_strategy2.npz,5000–7533,—,DRINK,FP
continuous_0261_S4_strategy2.npz,7533–12566,—,FAMILY,FP
continuous_0261_S4_strategy2.npz,8428–12727,FAMILY,—,FN
continuous_0261_S4_strategy2.npz,12727–16759,NUMBER,NUMBER,TP
continuous_0261_S4_strategy2.npz,15066–17566,—,NUMBER,FP
continuous_0261_S4_strategy2.npz,16759–20858,FOOD,FOOD,TP
continuous_0261_S4_strategy2.npz,20858–25124,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0262_S4_strategy2.npz,0–3733,SURVIVAL,SURVIVAL,TP
continuous_0262_S4_strategy2.npz,3733–7832,FAMILY,FAMILY,TP
continuous_0262_S4_strategy2.npz,5466–8200,—,FAMILY,FP
continuous_0262_S4_strategy2.npz,7832–11998,FOOD,FOOD,TP
continuous_0262_S4_strategy2.npz,10933–13666,—,CALENDAR,FP
continuous_0262_S4_strategy2.npz,11998–16263,CALENDAR,—,FN
continuous_0262_S4_strategy2.npz,13666–16400,—,COLOR,FP
continuous_0262_S4_strategy2.npz,16263–20662,COLOR,—,FN
continuous_0262_S4_strategy2.npz,20662–25728,DRINK,DRINK,TP
continuous_0262_S4_strategy2.npz,21866–27333,—,RELATIONSHIPS,FP
continuous_0262_S4_strategy2.npz,25728–30093,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0263_S4_strategy2.npz,0–4299,GREETING,GREETING,TP
continuous_0263_S4_strategy2.npz,2733–5466,—,CALENDAR,FP
continuous_0263_S4_strategy2.npz,4299–8331,CALENDAR,—,FN
continuous_0263_S4_strategy2.npz,5466–8233,—,COLOR,FP
continuous_0263_S4_strategy2.npz,8331–12630,FOOD,FOOD,TP
continuous_0263_S4_strategy2.npz,12630–16995,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0263_S4_strategy2.npz,16995–21360,DRINK,DRINK,TP
continuous_0263_S4_strategy2.npz,19200–21933,—,DRINK,FP
continuous_0263_S4_strategy2.npz,21360–25859,FAMILY,FAMILY,TP
continuous_0263_S4_strategy2.npz,25859–30191,COLOR,COLOR,TP
continuous_0264_S4_strategy2.npz,0–4232,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0264_S4_strategy2.npz,3066–6133,—,COLOR,FP
continuous_0264_S4_strategy2.npz,4232–8698,COLOR,—,FN
continuous_0264_S4_strategy2.npz,6133–9200,—,DAYS,FP
continuous_0264_S4_strategy2.npz,8698–12927,DAYS,DAYS,TP
continuous_0264_S4_strategy2.npz,12927–17292,DRINK,DRINK,TP
continuous_0264_S4_strategy2.npz,17292–21457,NUMBER,NUMBER,TP
continuous_0265_S4_strategy2.npz,0–4199,GREETING,GREETING,TP
continuous_0265_S4_strategy2.npz,2733–5500,—,RELATIONSHIPS,FP
continuous_0265_S4_strategy2.npz,4199–8489,RELATIONSHIPS,—,FN
continuous_0265_S4_strategy2.npz,5500–8266,—,CALENDAR,FP
continuous_0265_S4_strategy2.npz,8489–12688,SURVIVAL,SURVIVAL,TP
continuous_0265_S4_strategy2.npz,12688–16953,DRINK,DRINK,TP
continuous_0265_S4_strategy2.npz,16566–19333,—,COLOR,FP
continuous_0265_S4_strategy2.npz,16953–20719,NUMBER,NUMBER,TP
continuous_0265_S4_strategy2.npz,20719–24851,FAMILY,FAMILY,TP
continuous_0266_S4_strategy2.npz,0–4065,DAYS,DAYS,TP
continuous_0266_S4_strategy2.npz,4065–8297,NUMBER,NUMBER,TP
continuous_0266_S4_strategy2.npz,6333–9500,—,NUMBER,FP
continuous_0266_S4_strategy2.npz,8297–12529,FAMILY,FAMILY,TP
continuous_0266_S4_strategy2.npz,12529–16661,CALENDAR,CALENDAR,TP
continuous_0266_S4_strategy2.npz,16661–21060,COLOR,COLOR,TP
continuous_0266_S4_strategy2.npz,19000–22166,—,GREETING,FP
continuous_0266_S4_strategy2.npz,21060–25326,SURVIVAL,SURVIVAL,TP
continuous_0267_S4_strategy2.npz,0–4266,FOOD,FOOD,TP
continuous_0267_S4_strategy2.npz,4266–8631,COLOR,COLOR,TP
continuous_0267_S4_strategy2.npz,8631–12730,DAYS,DAYS,TP
continuous_0267_S4_strategy2.npz,12730–16929,CALENDAR,CALENDAR,TP
continuous_0267_S4_strategy2.npz,14800–18500,—,GREETING,FP
continuous_0267_S4_strategy2.npz,16929–21128,GREETING,—,FN
continuous_0267_S4_strategy2.npz,18500–22200,—,COLOR,FP
continuous_0267_S4_strategy2.npz,21128–25428,SURVIVAL,—,FN
continuous_0267_S4_strategy2.npz,22200–25900,—,COLOR,FP
continuous_0267_S4_strategy2.npz,25428–29627,NUMBER,NUMBER,TP
continuous_0268_S4_strategy2.npz,0–4500,GREETING,GREETING,TP
continuous_0268_S4_strategy2.npz,2600–5200,—,SURVIVAL,FP
continuous_0268_S4_strategy2.npz,4500–8832,NUMBER,NUMBER,TP
continuous_0268_S4_strategy2.npz,7800–10400,—,FAMILY,FP
continuous_0268_S4_strategy2.npz,8832–12897,FAMILY,—,FN
continuous_0268_S4_strategy2.npz,10400–13000,—,GREETING,FP
continuous_0268_S4_strategy2.npz,12897–16929,DAYS,DAYS,TP
continuous_0268_S4_strategy2.npz,16929–20828,SURVIVAL,SURVIVAL,TP
continuous_0269_S4_strategy2.npz,0–4199,GREETING,GREETING,TP
continuous_0269_S4_strategy2.npz,3200–6400,—,NUMBER,FP
continuous_0269_S4_strategy2.npz,4199–8431,COLOR,COLOR,TP
continuous_0269_S4_strategy2.npz,8431–12630,DAYS,DAYS,TP
continuous_0269_S4_strategy2.npz,12630–16896,FOOD,COLOR,TP
continuous_0269_S4_strategy2.npz,16896–21061,SURVIVAL,SURVIVAL,TP
continuous_0269_S4_strategy2.npz,21061–25360,NUMBER,NUMBER,TP
continuous_0269_S4_strategy2.npz,25360–28926,RELATIONSHIPS,—,FN
continuous_0269_S4_strategy2.npz,25700–28933,—,SURVIVAL,FP
continuous_0270_S4_strategy2.npz,0–4666,CALENDAR,CALENDAR,TP
continuous_0270_S4_strategy2.npz,2600–5200,—,NUMBER,FP
continuous_0270_S4_strategy2.npz,4666–8865,NUMBER,—,FN
continuous_0270_S4_strategy2.npz,5200–7800,—,NUMBER,FP
continuous_0270_S4_strategy2.npz,8865–13064,FAMILY,FAMILY,TP
continuous_0270_S4_strategy2.npz,13064–16963,DAYS,DAYS,TP
continuous_0270_S4_strategy2.npz,16963–21963,SURVIVAL,SURVIVAL,TP
continuous_0270_S4_strategy2.npz,20866–23466,—,COLOR,FP
continuous_0270_S4_strategy2.npz,21963–26095,GREETING,GREETING,TP
continuous_0271_S4_strategy2.npz,0–5365,NUMBER,NUMBER,TP
continuous_0271_S4_strategy2.npz,2366–4733,—,FAMILY,FP
continuous_0271_S4_strategy2.npz,4733–7100,—,FOOD,FP
continuous_0271_S4_strategy2.npz,5365–9897,FOOD,—,FN
continuous_0271_S4_strategy2.npz,7100–9466,—,DAYS,FP
continuous_0271_S4_strategy2.npz,9897–14029,DAYS,DAYS,TP
continuous_0271_S4_strategy2.npz,14029–18261,COLOR,COLOR,TP
continuous_0271_S4_strategy2.npz,18261–22360,FAMILY,FAMILY,TP
continuous_0271_S4_strategy2.npz,22360–26659,CALENDAR,CALENDAR,TP
continuous_0271_S4_strategy2.npz,26100–28466,—,CALENDAR,FP
continuous_0271_S4_strategy2.npz,26659–30858,GREETING,GREETING,TP
continuous_0272_S4_strategy2.npz,0–4165,GREETING,GREETING,TP
continuous_0272_S4_strategy2.npz,4165–8564,DRINK,DRINK,TP
continuous_0272_S4_strategy2.npz,8564–12729,SURVIVAL,SURVIVAL,TP
continuous_0272_S4_strategy2.npz,12729–17061,FOOD,FOOD,TP
continuous_0272_S4_strategy2.npz,17061–21393,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0272_S4_strategy2.npz,21393–25592,NUMBER,NUMBER,TP
continuous_0273_S4_strategy2.npz,0–4365,NUMBER,NUMBER,TP
continuous_0273_S4_strategy2.npz,2866–5733,—,GREETING,FP
continuous_0273_S4_strategy2.npz,4365–8964,GREETING,—,FN
continuous_0273_S4_strategy2.npz,5733–8633,—,GREETING,FP
continuous_0273_S4_strategy2.npz,8964–13064,DRINK,DRINK,TP
continuous_0273_S4_strategy2.npz,13064–17296,FOOD,FOOD,TP
continuous_0273_S4_strategy2.npz,17296–21695,COLOR,COLOR,TP
continuous_0273_S4_strategy2.npz,21695–25927,SURVIVAL,SURVIVAL,TP
continuous_0274_S4_strategy2.npz,0–4399,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0274_S4_strategy2.npz,3000–6000,—,FAMILY,FP
continuous_0274_S4_strategy2.npz,4399–8598,FAMILY,—,FN
continuous_0274_S4_strategy2.npz,6000–9000,—,CALENDAR,FP
continuous_0274_S4_strategy2.npz,8598–12864,CALENDAR,CALENDAR,TP
continuous_0274_S4_strategy2.npz,12864–17297,GREETING,GREETING,TP
continuous_0274_S4_strategy2.npz,17297–21396,SURVIVAL,SURVIVAL,TP
continuous_0274_S4_strategy2.npz,21396–25661,FOOD,FOOD,TP
continuous_0274_S4_strategy2.npz,25661–29993,DRINK,DRINK,TP
continuous_0275_S4_strategy2.npz,0–4232,DRINK,DRINK,TP
continuous_0275_S4_strategy2.npz,3000–6000,—,FAMILY,FP
continuous_0275_S4_strategy2.npz,4232–8297,FAMILY,—,FN
continuous_0275_S4_strategy2.npz,6000–9000,—,DAYS,FP
continuous_0275_S4_strategy2.npz,8297–12462,DAYS,—,FN
continuous_0275_S4_strategy2.npz,9000–12000,—,COLOR,FP
continuous_0275_S4_strategy2.npz,12000–15000,—,RELATIONSHIPS,FP
continuous_0275_S4_strategy2.npz,12462–16861,RELATIONSHIPS,—,FN
continuous_0275_S4_strategy2.npz,15000–18000,—,RELATIONSHIPS,FP
continuous_0275_S4_strategy2.npz,16861–20993,FOOD,FOOD,TP
continuous_0276_S4_strategy2.npz,0–4332,GREETING,GREETING,TP
continuous_0276_S4_strategy2.npz,3400–6833,—,RELATIONSHIPS,FP
continuous_0276_S4_strategy2.npz,4332–9131,RELATIONSHIPS,—,FN
continuous_0276_S4_strategy2.npz,6833–10266,—,FOOD,FP
continuous_0276_S4_strategy2.npz,9131–13363,FOOD,—,FN
continuous_0276_S4_strategy2.npz,10266–13700,—,DRINK,FP
continuous_0276_S4_strategy2.npz,13363–18028,DRINK,—,FN
continuous_0276_S4_strategy2.npz,13700–17133,—,CALENDAR,FP
continuous_0276_S4_strategy2.npz,17133–20566,—,SURVIVAL,FP
continuous_0276_S4_strategy2.npz,18028–22227,CALENDAR,—,FN
continuous_0276_S4_strategy2.npz,22227–26359,FAMILY,FAMILY,TP
continuous_0276_S4_strategy2.npz,26359–30858,COLOR,COLOR,TP
continuous_0277_S4_strategy2.npz,0–4232,SURVIVAL,SURVIVAL,TP
continuous_0277_S4_strategy2.npz,4232–8431,NUMBER,NUMBER,TP
continuous_0277_S4_strategy2.npz,8431–12563,GREETING,GREETING,TP
continuous_0277_S4_strategy2.npz,12563–16728,CALENDAR,CALENDAR,TP
continuous_0277_S4_strategy2.npz,16728–21428,DRINK,DRINK,TP
continuous_0278_S4_strategy2.npz,0–4330,CALENDAR,CALENDAR,TP
continuous_0278_S4_strategy2.npz,4330–8462,NUMBER,NUMBER,TP
continuous_0278_S4_strategy2.npz,6000–9000,—,SURVIVAL,FP
continuous_0278_S4_strategy2.npz,8462–12694,SURVIVAL,—,FN
continuous_0278_S4_strategy2.npz,9000–12000,—,DAYS,FP
continuous_0278_S4_strategy2.npz,12694–16693,DAYS,DAYS,TP
continuous_0278_S4_strategy2.npz,15000–18000,—,NUMBER,FP
continuous_0278_S4_strategy2.npz,16693–21025,GREETING,GREETING,TP
continuous_0279_S4_strategy2.npz,0–4165,CALENDAR,CALENDAR,TP
continuous_0279_S4_strategy2.npz,4165–8497,COLOR,COLOR,TP
continuous_0279_S4_strategy2.npz,8497–12762,GREETING,GREETING,TP
continuous_0279_S4_strategy2.npz,12762–16861,DAYS,DAYS,TP
continuous_0279_S4_strategy2.npz,16861–21060,FAMILY,FAMILY,TP
continuous_0279_S4_strategy2.npz,21060–25125,FOOD,FOOD,TP
continuous_0280_S4_strategy2.npz,0–4466,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0280_S4_strategy2.npz,4466–8665,DRINK,DRINK,TP
continuous_0280_S4_strategy2.npz,7466–9966,—,SURVIVAL,FP
continuous_0280_S4_strategy2.npz,8665–15498,SURVIVAL,—,FN
continuous_0280_S4_strategy2.npz,9966–12466,—,FAMILY,FP
continuous_0280_S4_strategy2.npz,12466–17466,—,FAMILY,FP
continuous_0280_S4_strategy2.npz,15498–19997,CALENDAR,CALENDAR,TP
continuous_0280_S4_strategy2.npz,19966–22466,—,CALENDAR,FP
continuous_0280_S4_strategy2.npz,19997–24062,FAMILY,FAMILY,TP
continuous_0280_S4_strategy2.npz,24062–28228,GREETING,GREETING,TP
continuous_0280_S4_strategy2.npz,27466–29966,—,GREETING,FP
continuous_0280_S4_strategy2.npz,28228–32427,COLOR,COLOR,TP
continuous_0281_S4_strategy2.npz,0–4232,CALENDAR,CALENDAR,TP
continuous_0281_S4_strategy2.npz,4232–8398,SURVIVAL,SURVIVAL,TP
continuous_0281_S4_strategy2.npz,8398–12697,NUMBER,NUMBER,TP
continuous_0281_S4_strategy2.npz,12697–16762,FAMILY,FAMILY,TP
continuous_0281_S4_strategy2.npz,16762–20961,FOOD,FOOD,TP
continuous_0281_S4_strategy2.npz,20961–25227,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0281_S4_strategy2.npz,25227–29392,DAYS,DAYS,TP
continuous_0282_S4_strategy2.npz,0–4399,CALENDAR,CALENDAR,TP
continuous_0282_S4_strategy2.npz,4399–8598,COLOR,COLOR,TP
continuous_0282_S4_strategy2.npz,8598–12797,FOOD,FOOD,TP
continuous_0282_S4_strategy2.npz,12797–17262,GREETING,GREETING,TP
continuous_0282_S4_strategy2.npz,15433–18533,—,NUMBER,FP
continuous_0282_S4_strategy2.npz,17262–21627,DRINK,DRINK,TP
continuous_0283_S4_strategy2.npz,0–4299,COLOR,COLOR,TP
continuous_0283_S4_strategy2.npz,4299–8798,FOOD,FOOD,TP
continuous_0283_S4_strategy2.npz,7200–10800,—,FAMILY,FP
continuous_0283_S4_strategy2.npz,8798–12997,NUMBER,NUMBER,TP
continuous_0283_S4_strategy2.npz,12997–17229,SURVIVAL,SURVIVAL,TP
continuous_0283_S4_strategy2.npz,17229–21628,GREETING,GREETING,TP
continuous_0284_S4_strategy2.npz,0–4466,SURVIVAL,SURVIVAL,TP
continuous_0284_S4_strategy2.npz,2866–5733,—,CALENDAR,FP
continuous_0284_S4_strategy2.npz,4466–8830,CALENDAR,CALENDAR,TP
continuous_0284_S4_strategy2.npz,8830–13160,DAYS,DAYS,TP
continuous_0284_S4_strategy2.npz,13160–17425,DRINK,—,FN
continuous_0284_S4_strategy2.npz,14366–17266,—,COLOR,FP
continuous_0284_S4_strategy2.npz,17266–20133,—,DRINK,FP
continuous_0284_S4_strategy2.npz,17425–21590,FAMILY,FAMILY,TP
continuous_0284_S4_strategy2.npz,21590–25889,COLOR,COLOR,TP
continuous_0285_S4_strategy2.npz,0–4199,NUMBER,NUMBER,TP
continuous_0285_S4_strategy2.npz,4199–8264,DRINK,DRINK,TP
continuous_0285_S4_strategy2.npz,8264–12563,FOOD,FOOD,TP
continuous_0285_S4_strategy2.npz,12333–14800,—,CALENDAR,FP
continuous_0285_S4_strategy2.npz,12563–16762,CALENDAR,—,FN
continuous_0285_S4_strategy2.npz,14800–17266,—,CALENDAR,FP
continuous_0285_S4_strategy2.npz,16762–21194,COLOR,COLOR,TP
continuous_0285_S4_strategy2.npz,21194–25426,GREETING,GREETING,TP
continuous_0285_S4_strategy2.npz,25426–29625,FAMILY,FAMILY,TP
continuous_0286_S4_strategy2.npz,0–4165,NUMBER,NUMBER,TP
continuous_0286_S4_strategy2.npz,4165–8331,DAYS,DAYS,TP
continuous_0286_S4_strategy2.npz,8331–12531,SURVIVAL,SURVIVAL,TP
continuous_0286_S4_strategy2.npz,12531–16763,GREETING,GREETING,TP
continuous_0286_S4_strategy2.npz,15033–18033,—,COLOR,FP
continuous_0286_S4_strategy2.npz,16763–21062,COLOR,COLOR,TP
continuous_0287_S4_strategy2.npz,0–4299,NUMBER,NUMBER,TP
continuous_0287_S4_strategy2.npz,3166–9533,—,FAMILY,FP
continuous_0287_S4_strategy2.npz,4299–8498,FAMILY,—,FN
continuous_0287_S4_strategy2.npz,8498–12830,DRINK,DRINK,TP
continuous_0287_S4_strategy2.npz,12830–17062,SURVIVAL,SURVIVAL,TP
continuous_0287_S4_strategy2.npz,17062–21427,GREETING,GREETING,TP
continuous_0287_S4_strategy2.npz,21427–25455,CALENDAR,CALENDAR,TP
continuous_0288_S4_strategy2.npz,0–4465,DAYS,DAYS,TP
continuous_0288_S4_strategy2.npz,2400–4800,—,NUMBER,FP
continuous_0288_S4_strategy2.npz,4465–8997,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0288_S4_strategy2.npz,7200–9600,—,DRINK,FP
continuous_0288_S4_strategy2.npz,8997–13129,DRINK,DRINK,TP
continuous_0288_S4_strategy2.npz,13129–17526,CALENDAR,CALENDAR,TP
continuous_0288_S4_strategy2.npz,16833–19233,—,RELATIONSHIPS,FP
continuous_0288_S4_strategy2.npz,17526–21658,FAMILY,FAMILY,TP
continuous_0289_S4_strategy2.npz,0–4666,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0289_S4_strategy2.npz,2266–4533,—,NUMBER,FP
continuous_0289_S4_strategy2.npz,4533–6800,—,SURVIVAL,FP
continuous_0289_S4_strategy2.npz,4666–8865,NUMBER,—,FN
continuous_0289_S4_strategy2.npz,6800–9100,—,DAYS,FP
continuous_0289_S4_strategy2.npz,8865–12997,DAYS,—,FN
continuous_0289_S4_strategy2.npz,9100–11366,—,FAMILY,FP
continuous_0289_S4_strategy2.npz,11366–13633,—,CALENDAR,FP
continuous_0289_S4_strategy2.npz,12997–18368,CALENDAR,CALENDAR,TP
continuous_0289_S4_strategy2.npz,18200–20466,—,FAMILY,FP
continuous_0289_S4_strategy2.npz,18368–22767,SURVIVAL,SURVIVAL,TP
continuous_0290_S4_strategy2.npz,0–4266,COLOR,COLOR,TP
continuous_0290_S4_strategy2.npz,4266–8465,DAYS,DAYS,TP
continuous_0290_S4_strategy2.npz,8465–12731,NUMBER,NUMBER,TP
continuous_0290_S4_strategy2.npz,12731–16963,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0290_S4_strategy2.npz,16963–21162,GREETING,GREETING,TP
continuous_0290_S4_strategy2.npz,21162–25294,FAMILY,FAMILY,TP
continuous_0291_S4_strategy2.npz,0–4099,DAYS,DAYS,TP
continuous_0291_S4_strategy2.npz,4099–8298,NUMBER,NUMBER,TP
continuous_0291_S4_strategy2.npz,6900–10366,—,COLOR,FP
continuous_0291_S4_strategy2.npz,8298–12530,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0291_S4_strategy2.npz,12530–16663,SURVIVAL,SURVIVAL,TP
continuous_0291_S4_strategy2.npz,16663–20762,FAMILY,FAMILY,TP
continuous_0292_S4_strategy2.npz,0–4107,FOOD,FOOD,TP
continuous_0292_S4_strategy2.npz,4107–8437,DAYS,DAYS,TP
continuous_0292_S4_strategy2.npz,8437–12436,CALENDAR,CALENDAR,TP
continuous_0292_S4_strategy2.npz,12436–16335,FAMILY,FAMILY,TP
continuous_0292_S4_strategy2.npz,16335–20501,SURVIVAL,SURVIVAL,TP
continuous_0293_S4_strategy2.npz,0–4266,GREETING,GREETING,TP
continuous_0293_S4_strategy2.npz,4266–8532,CALENDAR,CALENDAR,TP
continuous_0293_S4_strategy2.npz,8532–12764,FOOD,FOOD,TP
continuous_0293_S4_strategy2.npz,12764–17063,COLOR,—,FN
continuous_0293_S4_strategy2.npz,13466–16166,—,COLOR,FP
continuous_0293_S4_strategy2.npz,16166–18866,—,COLOR,FP
continuous_0293_S4_strategy2.npz,17063–21562,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0294_S4_strategy2.npz,0–4432,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0294_S4_strategy2.npz,4432–8698,NUMBER,NUMBER,TP
continuous_0294_S4_strategy2.npz,8698–12930,COLOR,COLOR,TP
continuous_0294_S4_strategy2.npz,12930–17929,CALENDAR,CALENDAR,TP
continuous_0294_S4_strategy2.npz,17929–22028,DRINK,DRINK,TP
continuous_0295_S4_strategy2.npz,0–4199,CALENDAR,CALENDAR,TP
continuous_0295_S4_strategy2.npz,4199–8298,FAMILY,FAMILY,TP
continuous_0295_S4_strategy2.npz,8298–13063,COLOR,COLOR,TP
continuous_0295_S4_strategy2.npz,13063–17295,GREETING,—,FN
continuous_0295_S4_strategy2.npz,15333–18400,—,GREETING,FP
continuous_0295_S4_strategy2.npz,17295–21460,SURVIVAL,SURVIVAL,TP
continuous_0296_S4_strategy2.npz,0–4165,NUMBER,NUMBER,TP
continuous_0296_S4_strategy2.npz,2366–4733,—,NUMBER,FP
continuous_0296_S4_strategy2.npz,4165–8464,GREETING,GREETING,TP
continuous_0296_S4_strategy2.npz,8464–12730,COLOR,COLOR,TP
continuous_0296_S4_strategy2.npz,11866–14233,—,CALENDAR,FP
continuous_0296_S4_strategy2.npz,12730–17129,CALENDAR,CALENDAR,TP
continuous_0296_S4_strategy2.npz,17129–21361,DAYS,DAYS,TP
continuous_0297_S4_strategy2.npz,0–4299,DRINK,DRINK,TP
continuous_0297_S4_strategy2.npz,4299–8498,DAYS,DAYS,TP
continuous_0297_S4_strategy2.npz,6633–9966,—,DAYS,FP
continuous_0297_S4_strategy2.npz,8498–12663,FAMILY,—,FN
continuous_0297_S4_strategy2.npz,9966–13266,—,RELATIONSHIPS,FP
continuous_0297_S4_strategy2.npz,12663–16928,FOOD,FOOD,TP
continuous_0297_S4_strategy2.npz,16928–21427,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0297_S4_strategy2.npz,21427–25726,NUMBER,NUMBER,TP
continuous_0297_S4_strategy2.npz,25726–29891,SURVIVAL,SURVIVAL,TP
continuous_0298_S4_strategy2.npz,0–4266,DRINK,DRINK,TP
continuous_0298_S4_strategy2.npz,4266–8531,COLOR,COLOR,TP
continuous_0298_S4_strategy2.npz,8531–12730,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0298_S4_strategy2.npz,11600–13900,—,FAMILY,FP
continuous_0298_S4_strategy2.npz,12730–16895,NUMBER,NUMBER,TP
continuous_0298_S4_strategy2.npz,16895–21127,FOOD,GREETING,TP
continuous_0298_S4_strategy2.npz,20866–23200,—,FOOD,FP
continuous_0298_S4_strategy2.npz,21127–25527,GREETING,GREETING,TP
continuous_0299_S4_strategy2.npz,0–3966,FOOD,FOOD,TP
continuous_0299_S4_strategy2.npz,3966–8165,NUMBER,DRINK,TP
continuous_0299_S4_strategy2.npz,6566–9866,—,GREETING,FP
continuous_0299_S4_strategy2.npz,8165–12364,GREETING,—,FN
continuous_0299_S4_strategy2.npz,9866–13166,—,CALENDAR,FP
continuous_0299_S4_strategy2.npz,12364–16696,CALENDAR,CALENDAR,TP
continuous_0299_S4_strategy2.npz,16696–21128,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0299_S4_strategy2.npz,21128–25460,COLOR,COLOR,TP
continuous_0299_S4_strategy2.npz,25460–29659,FAMILY,FAMILY,TP
continuous_0300_S4_strategy2.npz,0–4199,NUMBER,NUMBER,TP
continuous_0300_S4_strategy2.npz,4199–8364,FAMILY,FAMILY,TP
continuous_0300_S4_strategy2.npz,8364–12463,CALENDAR,CALENDAR,TP
continuous_0300_S4_strategy2.npz,12463–16695,DRINK,DRINK,TP
