Transformer,,,,
File Name,Frame Range,Ground Truth Gloss,Predicted Gloss,Match Status
continuous_0485_S5_strategy2.npz,19833–22666,—,ONE,FP
continuous_0485_S5_strategy2.npz,21180–25459,TUESDAY,TUESDAY,TP
continuous_0486_S5_strategy2.npz,0–4232,CHICKEN,CHICKEN,TP
continuous_0486_S5_strategy2.npz,4232–8531,YOURE WELCOME,YOURE WELCOME,TP
continuous_0486_S5_strategy2.npz,8531–12631,NO SUGAR,NO SUGAR,TP
continuous_0486_S5_strategy2.npz,11133–14866,—,KNOW,FP
continuous_0486_S5_strategy2.npz,12631–16877,DON'T KNOW,DON’T KNOW,TP
continuous_0486_S5_strategy2.npz,16877–21123,BLACK,BLACK,TP
continuous_0486_S5_strategy2.npz,21123–25369,COUSIN,COUSIN,TP
continuous_0486_S5_strategy2.npz,25369–29648,TWO,TWO,TP
continuous_0487_S5_strategy2.npz,0–4279,SHRIMP,SHRIMP,TP
continuous_0487_S5_strategy2.npz,4279–9444,THANK YOU,THANK YOU,TP
continuous_0487_S5_strategy2.npz,9444–13690,TEN,TEN,TP
continuous_0487_S5_strategy2.npz,13690–17936,TOMORROW,TOMORROW,TP
continuous_0487_S5_strategy2.npz,15900–19066,—,GREEN,FP
continuous_0487_S5_strategy2.npz,17936–22182,TEA,TEA,TP
continuous_0488_S5_strategy2.npz,0–4246,DAUGHTER,DAUGHTER,TP
continuous_0488_S5_strategy2.npz,2933–5900,—,GRANDMOTHER,FP
continuous_0488_S5_strategy2.npz,4246–8459,JANUARY,JANUARY,TP
continuous_0488_S5_strategy2.npz,8459–12292,SLOW,SLOW,TP
continuous_0488_S5_strategy2.npz,12292–16538,CHICKEN,CHICKEN,TP
continuous_0488_S5_strategy2.npz,16538–20667,SUNDAY,SUNDAY,TP
continuous_0489_S5_strategy2.npz,0–4129,THURSDAY,THURSDAY,TP
continuous_0489_S5_strategy2.npz,4129–8374,ORANGE,ORANGE,TP
continuous_0489_S5_strategy2.npz,5866–8800,—,COUSIN,FP
continuous_0489_S5_strategy2.npz,8374–12620,COUSIN,—,FN
continuous_0489_S5_strategy2.npz,12620–16865,MEAT,MEAT,TP
continuous_0489_S5_strategy2.npz,14666–17600,—,THREE,FP
continuous_0489_S5_strategy2.npz,16865–20897,THREE,—,FN
continuous_0489_S5_strategy2.npz,17600–20533,—,NO,FP
continuous_0489_S5_strategy2.npz,20897–25229,HOW ARE YOU,HOW ARE YOU,TP
continuous_0489_S5_strategy2.npz,23466–26400,—,BREAD,FP
continuous_0489_S5_strategy2.npz,25229–29291,MARRIED,MARRIED,TP
continuous_0490_S5_strategy2.npz,0–4432,IM FINE,IM FINE,TP
continuous_0490_S5_strategy2.npz,2666–5366,—,BREAD,FP
continuous_0490_S5_strategy2.npz,4432–9165,DECEMBER,DECEMBER,TP
continuous_0490_S5_strategy2.npz,9165–13131,RED,RED,TP
continuous_0490_S5_strategy2.npz,10733–13400,—,GRANDMOTHER,FP
continuous_0490_S5_strategy2.npz,13131–17377,DAUGHTER,DAUGHTER,TP
continuous_0490_S5_strategy2.npz,16100–18766,—,HARD OF HEARING,FP
continuous_0490_S5_strategy2.npz,17377–21443,DON'T KNOW,DON’T KNOW,TP
continuous_0491_S5_strategy2.npz,0–4246,JUNE,JUNE,TP
continuous_0491_S5_strategy2.npz,2766–5566,—,DECEMBER,FP
continuous_0491_S5_strategy2.npz,4246–8046,IM FINE,IM FINE,TP
continuous_0491_S5_strategy2.npz,8046–12292,DAUGHTER,DAUGHTER,TP
continuous_0491_S5_strategy2.npz,12292–16571,GIRL,GIRL,TP
continuous_0491_S5_strategy2.npz,16571–20817,TOMORROW,TOMORROW,TP
continuous_0491_S5_strategy2.npz,19533–22333,—,WEELCHAIR PERSON,FP
continuous_0491_S5_strategy2.npz,20817–25062,BEER,BEER,TP
continuous_0492_S5_strategy2.npz,0–4246,FOUR,FOUR,TP
continuous_0492_S5_strategy2.npz,4246–8492,KNOW,KNOW,TP
continuous_0492_S5_strategy2.npz,8492–12738,YELLOW,YELLOW,TP
continuous_0492_S5_strategy2.npz,12738–16984,CRAB,CRAB,TP
continuous_0492_S5_strategy2.npz,16984–21113,TODAY,TODAY,TP
continuous_0492_S5_strategy2.npz,21113–25359,JUICE,—,FN
continuous_0492_S5_strategy2.npz,23966–26966,—,JUICE,FP
continuous_0492_S5_strategy2.npz,25359–29858,GOOD MORNING,GOOD MORNING,TP
continuous_0493_S5_strategy2.npz,0–4246,BLUE,BLUE,TP
continuous_0493_S5_strategy2.npz,2666–5366,—,LIGHT,FP
continuous_0493_S5_strategy2.npz,4246–8492,JUICE,JUICE,TP
continuous_0493_S5_strategy2.npz,8492–12492,THANK YOU,THANK YOU,TP
continuous_0493_S5_strategy2.npz,12492–16737,SON,SON,TP
continuous_0493_S5_strategy2.npz,16737–20983,WRONG,WRONG,TP
continuous_0493_S5_strategy2.npz,20983–25228,FRIDAY,FRIDAY,TP
continuous_0493_S5_strategy2.npz,24200–26900,—,EIGHT,FP
continuous_0493_S5_strategy2.npz,25228–29474,FOUR,FOUR,TP
continuous_0494_S5_strategy2.npz,0–4278,MOTHER,MOTHER,TP
continuous_0494_S5_strategy2.npz,4278–8524,YES,YES,TP
continuous_0494_S5_strategy2.npz,7133–9500,—,GIRL,FP
continuous_0494_S5_strategy2.npz,8524–12770,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_0494_S5_strategy2.npz,12770–17015,SHRIMP,SHRIMP,TP
continuous_0494_S5_strategy2.npz,14266–16633,—,WHITE,FP
continuous_0494_S5_strategy2.npz,16633–19000,—,EIGHT,FP
continuous_0494_S5_strategy2.npz,17015–21294,NINE,NINE,TP
continuous_0495_S5_strategy2.npz,0–4245,LIGHT,LIGHT,TP
continuous_0495_S5_strategy2.npz,2800–5633,—,BLIND,FP
continuous_0495_S5_strategy2.npz,4245–8491,DEAF BLIND,DEAF BLIND,TP
continuous_0495_S5_strategy2.npz,8491–12736,NOVEMBER,NOVEMBER,TP
continuous_0495_S5_strategy2.npz,11266–14100,—,DEAF,FP
continuous_0495_S5_strategy2.npz,12736–17015,ONE,ONE,TP
continuous_0495_S5_strategy2.npz,17015–21144,FRIDAY,FRIDAY,TP
continuous_0495_S5_strategy2.npz,19733–22566,—,HOT,FP
continuous_0495_S5_strategy2.npz,21144–25376,SPAGHETTI,SPAGHETTI,TP
continuous_0496_S5_strategy2.npz,0–4246,SEVEN,SEVEN,TP
continuous_0496_S5_strategy2.npz,4246–8492,SHRIMP,SHRIMP,TP
continuous_0496_S5_strategy2.npz,8492–12758,UNDERSTAND,UNDERSTAND,TP
continuous_0496_S5_strategy2.npz,12758–16853,YESTERDAY,YESTERDAY,TP
continuous_0496_S5_strategy2.npz,16853–21132,FATHER,FATHER,TP
continuous_0496_S5_strategy2.npz,19800–22300,—,MARCH,FP
continuous_0496_S5_strategy2.npz,21132–25378,FEBRUARY,FEBRUARY,TP
continuous_0496_S5_strategy2.npz,24766–27233,—,HOT,FP
continuous_0496_S5_strategy2.npz,25378–29624,GREEN,GREEN,TP
continuous_0497_S5_strategy2.npz,0–4246,SPAGHETTI,SPAGHETTI,TP
continuous_0497_S5_strategy2.npz,3300–6600,—,DON’T UNDERSTAND,FP
continuous_0497_S5_strategy2.npz,4246–8411,DON'T UNDERSTAND,—,FN
continuous_0497_S5_strategy2.npz,6600–9900,—,TEA,FP
continuous_0497_S5_strategy2.npz,8411–12510,TEA,—,FN
continuous_0497_S5_strategy2.npz,9900–13200,—,HELLO,FP
continuous_0497_S5_strategy2.npz,12510–16942,HELLO,—,FN
continuous_0497_S5_strategy2.npz,13200–16533,—,HOT,FP
continuous_0497_S5_strategy2.npz,16942–21188,FIVE,FIVE,TP
continuous_0497_S5_strategy2.npz,21188–25433,BOY,BOY,TP
continuous_0497_S5_strategy2.npz,25433–29678,GRAY,GRAY,TP
continuous_0498_S5_strategy2.npz,0–3833,CORRECT,CORRECT,TP
continuous_0498_S5_strategy2.npz,3066–6166,—,SEPTEMBER,FP
continuous_0498_S5_strategy2.npz,3833–8935,SEPTEMBER,—,FN
continuous_0498_S5_strategy2.npz,8935–13181,EGG,EGG,TP
continuous_0498_S5_strategy2.npz,13181–17427,SEVEN,SEVEN,TP
continuous_0498_S5_strategy2.npz,15433–18533,—,THREE,FP
continuous_0498_S5_strategy2.npz,17427–21593,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0499_S5_strategy2.npz,0–4099,RICE,RICE,TP
continuous_0499_S5_strategy2.npz,4099–8378,COLD,COLD,TP
continuous_0499_S5_strategy2.npz,5966–8966,—,FEBRUARY,FP
continuous_0499_S5_strategy2.npz,8378–12591,FEBRUARY,—,FN
continuous_0499_S5_strategy2.npz,8966–11966,—,HOW ARE YOU,FP
continuous_0499_S5_strategy2.npz,11966–14966,—,RICE,FP
continuous_0499_S5_strategy2.npz,12591–17190,HOW ARE YOU,—,FN
continuous_0499_S5_strategy2.npz,14966–17933,—,SIX,FP
continuous_0499_S5_strategy2.npz,17190–21355,SIX,—,FN
continuous_0499_S5_strategy2.npz,17933–20933,—,NO SUGAR,FP
continuous_0499_S5_strategy2.npz,21355–25600,WRONG,WRONG,TP
continuous_0499_S5_strategy2.npz,23933–26933,—,SPAGHETTI,FP
continuous_0499_S5_strategy2.npz,25600–29846,BLUE,BLUE,TP
continuous_0500_S5_strategy2.npz,0–4299,IM FINE,IM FINE,TP
continuous_0500_S5_strategy2.npz,4299–8545,WEELCHAIR PERSON,WEELCHAIR PERSON,TP
continuous_0500_S5_strategy2.npz,8545–12758,FIVE,FIVE,TP
continuous_0500_S5_strategy2.npz,12758–17004,CHICKEN,CHICKEN,TP
continuous_0500_S5_strategy2.npz,16000–19200,—,NO SUGAR,FP
continuous_0500_S5_strategy2.npz,17004–21249,PINK,PINK,TP
continuous_0500_S5_strategy2.npz,21249–25495,NO,NO,TP
continuous_0501_S5_strategy2.npz,0–4278,JUNE,JUNE,TP
continuous_0501_S5_strategy2.npz,4278–8277,AUNTIE,AUNTIE,TP
continuous_0501_S5_strategy2.npz,8277–12523,CRAB,CRAB,TP
continuous_0501_S5_strategy2.npz,12523–16767,TEA,TEA,TP
continuous_0501_S5_strategy2.npz,16767–20932,BLACK,BLACK,TP
continuous_0501_S5_strategy2.npz,20932–25177,UNDERSTAND,UNDERSTAND,TP
continuous_0501_S5_strategy2.npz,23333–26233,—,WINE,FP
continuous_0501_S5_strategy2.npz,25177–29205,THURSDAY,THURSDAY,TP
continuous_0502_S5_strategy2.npz,0–4279,DEAF BLIND,DEAF BLIND,TP
continuous_0502_S5_strategy2.npz,4279–8525,DECEMBER,DECEMBER,TP
continuous_0502_S5_strategy2.npz,8525–12771,GRANDMOTHER,GRANDMOTHER,TP
continuous_0502_S5_strategy2.npz,12771–16984,COLD,COLD,TP
continuous_0502_S5_strategy2.npz,16984–21230,SATURDAY,SATURDAY,TP
continuous_0503_S5_strategy2.npz,0–3899,GOOD EVENING,GOOD EVENING,TP
continuous_0503_S5_strategy2.npz,2300–4600,—,BOY,FP
continuous_0503_S5_strategy2.npz,3899–8178,BOY,—,FN
continuous_0503_S5_strategy2.npz,4600–9200,—,WEELCHAIR PERSON,FP
continuous_0503_S5_strategy2.npz,8178–12457,JULY,JULY,TP
continuous_0503_S5_strategy2.npz,12457–16703,MONDAY,MONDAY,TP
continuous_0503_S5_strategy2.npz,16100–18400,—,YES,FP
continuous_0503_S5_strategy2.npz,16703–20949,GRAY,GRAY,TP
continuous_0503_S5_strategy2.npz,20949–25195,SUGAR,SUGAR,TP
continuous_0504_S5_strategy2.npz,0–4246,THURSDAY,THURSDAY,TP
continuous_0504_S5_strategy2.npz,4246–8478,BOY,BOY,TP
continuous_0504_S5_strategy2.npz,8478–12724,RICE,RICE,TP
continuous_0504_S5_strategy2.npz,12724–16969,DARK,DARK,TP
continuous_0504_S5_strategy2.npz,16969–21215,FIVE,FIVE,TP
continuous_0505_S5_strategy2.npz,0–4246,JANUARY,JANUARY,TP
continuous_0505_S5_strategy2.npz,4246–8492,COFFEE,COFFEE,TP
continuous_0505_S5_strategy2.npz,8100–10833,—,THREE,FP
continuous_0505_S5_strategy2.npz,8492–12738,THREE,—,FN
continuous_0505_S5_strategy2.npz,10833–13533,—,DON’T KNOW,FP
continuous_0505_S5_strategy2.npz,12738–16870,CHICKEN,CHICKEN,TP
continuous_0505_S5_strategy2.npz,16870–21235,GOOD EVENING,GOOD EVENING,TP
continuous_0505_S5_strategy2.npz,21235–25481,AUNTIE,—,FN
continuous_0505_S5_strategy2.npz,21666–24366,—,GIRL,FP
continuous_0505_S5_strategy2.npz,24366–27066,—,AUNTIE,FP
continuous_0505_S5_strategy2.npz,25481–29710,DEAF BLIND,DEAF BLIND,TP
continuous_0506_S5_strategy2.npz,0–4246,BROWN,BROWN,TP
continuous_0506_S5_strategy2.npz,2533–5066,—,SEPTEMBER,FP
continuous_0506_S5_strategy2.npz,4246–8525,MARCH,—,FN
continuous_0506_S5_strategy2.npz,5066–7600,—,WHITE,FP
continuous_0506_S5_strategy2.npz,8525–12771,WOMAN,WOMAN,TP
continuous_0506_S5_strategy2.npz,10133–15200,—,ORANGE,FP
continuous_0506_S5_strategy2.npz,12771–16737,HOW ARE YOU,HOW ARE YOU,TP
continuous_0506_S5_strategy2.npz,16737–20983,PARENTS,PARENTS,TP
continuous_0506_S5_strategy2.npz,20983–25229,DON'T KNOW,DON’T KNOW,TP
continuous_0507_S5_strategy2.npz,0–4732,HOW ARE YOU,HOW ARE YOU,TP
continuous_0507_S5_strategy2.npz,4732–8978,KNOW,KNOW,TP
continuous_0507_S5_strategy2.npz,8978–13224,UNCLE,UNCLE,TP
continuous_0507_S5_strategy2.npz,13224–17470,SEVEN,SEVEN,TP
continuous_0507_S5_strategy2.npz,17470–21715,BREAD,BREAD,TP
continuous_0507_S5_strategy2.npz,21715–25994,FEBRUARY,FEBRUARY,TP
continuous_0508_S5_strategy2.npz,0–4278,YESTERDAY,YESTERDAY,TP
continuous_0508_S5_strategy2.npz,4278–8524,YES,YES,TP
continuous_0508_S5_strategy2.npz,6900–9200,—,EGG,FP
continuous_0508_S5_strategy2.npz,8524–12770,EGG,—,FN
continuous_0508_S5_strategy2.npz,9200–11533,—,NO,FP
continuous_0508_S5_strategy2.npz,11533–13833,—,HOW ARE YOU,FP
continuous_0508_S5_strategy2.npz,12770–17435,HOW ARE YOU,—,FN
continuous_0508_S5_strategy2.npz,13833–18433,—,BREAD,FP
continuous_0508_S5_strategy2.npz,17435–21401,EIGHT,EIGHT,TP
continuous_0508_S5_strategy2.npz,20766–23066,—,APRIL,FP
continuous_0508_S5_strategy2.npz,21401–25647,AUGUST,AUGUST,TP
continuous_0508_S5_strategy2.npz,25647–29893,DEAF BLIND,DEAF BLIND,TP
continuous_0509_S5_strategy2.npz,0–4246,EIGHT,EIGHT,TP
continuous_0509_S5_strategy2.npz,4246–8375,SUNDAY,SUNDAY,TP
continuous_0509_S5_strategy2.npz,8375–12587,GRANDMOTHER,GRANDMOTHER,TP
continuous_0509_S5_strategy2.npz,12587–16753,FISH,FISH,TP
continuous_0509_S5_strategy2.npz,15033–17533,—,WHITE,FP
continuous_0509_S5_strategy2.npz,16753–21485,YOURE WELCOME,YOURE WELCOME,TP
continuous_0509_S5_strategy2.npz,21485–25764,WOMAN,WOMAN,TP
continuous_0509_S5_strategy2.npz,25764–30010,NOVEMBER,NOVEMBER,TP
continuous_0510_S5_strategy2.npz,0–4246,MONDAY,MONDAY,TP
continuous_0510_S5_strategy2.npz,4246–8492,NO SUGAR,NO SUGAR,TP
continuous_0510_S5_strategy2.npz,8492–12758,BROWN,BROWN,TP
continuous_0510_S5_strategy2.npz,12758–17037,EGG,—,FN
continuous_0510_S5_strategy2.npz,14700–18366,—,EGG,FP
continuous_0510_S5_strategy2.npz,17037–20837,IM FINE,IM FINE,TP
continuous_0510_S5_strategy2.npz,20837–25083,APRIL,APRIL,TP
continuous_0510_S5_strategy2.npz,25083–29329,BLIND,BLIND,TP
continuous_0511_S5_strategy2.npz,0–5499,YOURE WELCOME,YOURE WELCOME,TP
continuous_0511_S5_strategy2.npz,2400–4800,—,WHITE,FP
continuous_0511_S5_strategy2.npz,5499–9744,MARRIED,MARRIED,TP
continuous_0511_S5_strategy2.npz,9744–13957,THURSDAY,THURSDAY,TP
continuous_0511_S5_strategy2.npz,13957–18023,DON'T KNOW,DON’T KNOW,TP
continuous_0511_S5_strategy2.npz,18023–22236,JUICE,JUICE,TP
continuous_0511_S5_strategy2.npz,21700–24100,—,MILK,FP
continuous_0511_S5_strategy2.npz,22236–26449,YELLOW,YELLOW,TP
continuous_0512_S5_strategy2.npz,0–4265,THANK YOU,THANK YOU,TP
continuous_0512_S5_strategy2.npz,4265–8511,GRANDMOTHER,GRANDMOTHER,TP
continuous_0512_S5_strategy2.npz,8511–12577,BREAD,BREAD,TP
continuous_0512_S5_strategy2.npz,12577–16856,TEA,TEA,TP
continuous_0512_S5_strategy2.npz,15100–18133,—,DEAF,FP
continuous_0512_S5_strategy2.npz,16856–21102,TEN,TEN,TP
continuous_0513_S5_strategy2.npz,0–4100,DON'T KNOW,DON’T KNOW,TP
continuous_0513_S5_strategy2.npz,2833–5666,—,RED,FP
continuous_0513_S5_strategy2.npz,4100–8379,RED,—,FN
continuous_0513_S5_strategy2.npz,5666–8500,—,SEPTEMBER,FP
continuous_0513_S5_strategy2.npz,8379–12624,SEPTEMBER,—,FN
continuous_0513_S5_strategy2.npz,8500–11333,—,TEN,FP
continuous_0513_S5_strategy2.npz,12624–16989,GOOD EVENING,GOOD EVENING,TP
continuous_0513_S5_strategy2.npz,16989–21201,COLD,COLD,TP
continuous_0513_S5_strategy2.npz,19833–22666,—,MILK,FP
continuous_0513_S5_strategy2.npz,21201–25447,DAUGHTER,DAUGHTER,TP
continuous_0514_S5_strategy2.npz,0–4245,TUESDAY,TUESDAY,TP
continuous_0514_S5_strategy2.npz,4245–8491,SEPTEMBER,SEPTEMBER,TP
continuous_0514_S5_strategy2.npz,8491–12737,GRANDMOTHER,GRANDMOTHER,TP
continuous_0514_S5_strategy2.npz,12737–16983,TEN,TEN,TP
continuous_0514_S5_strategy2.npz,16983–21229,WRONG,WRONG,TP
continuous_0515_S5_strategy2.npz,0–3961,DEAF BLIND,DEAF BLIND,TP
continuous_0515_S5_strategy2.npz,3961–8207,PINK,PINK,TP
continuous_0515_S5_strategy2.npz,7533–10066,—,THREE,FP
continuous_0515_S5_strategy2.npz,8207–12453,NO,NO,TP
continuous_0515_S5_strategy2.npz,12453–16585,TWO,TWO,TP
continuous_0515_S5_strategy2.npz,12600–15100,—,MONDAY,FP
continuous_0515_S5_strategy2.npz,16585–20831,AUNTIE,AUNTIE,TP
continuous_0515_S5_strategy2.npz,20831–25110,MEAT,MEAT,TP
continuous_0516_S5_strategy2.npz,0–4899,HOW ARE YOU,HOW ARE YOU,TP
continuous_0516_S5_strategy2.npz,4899–9145,WRONG,WRONG,TP
continuous_0516_S5_strategy2.npz,7600–11400,—,ONE,FP
continuous_0516_S5_strategy2.npz,9145–13391,ONE,—,FN
continuous_0516_S5_strategy2.npz,13391–17604,TODAY,TODAY,TP
continuous_0516_S5_strategy2.npz,15233–19033,—,FISH,FP
continuous_0516_S5_strategy2.npz,17604–21849,FISH,—,FN
continuous_0516_S5_strategy2.npz,21849–26062,FATHER,FATHER,TP
continuous_0516_S5_strategy2.npz,22833–26633,—,SEPTEMBER,FP
continuous_0516_S5_strategy2.npz,26062–30341,MAY,MAY,TP
continuous_0517_S5_strategy2.npz,0–4245,COFFEE,COFFEE,TP
continuous_0517_S5_strategy2.npz,4245–8491,JANUARY,JANUARY,TP
continuous_0517_S5_strategy2.npz,8491–12737,EGG,EGG,TP
continuous_0517_S5_strategy2.npz,12737–17016,BROWN,BROWN,TP
continuous_0517_S5_strategy2.npz,17016–21295,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0518_S5_strategy2.npz,0–4246,SON,SON,TP
continuous_0518_S5_strategy2.npz,2133–4266,—,GRANDMOTHER,FP
continuous_0518_S5_strategy2.npz,4246–8492,MAY,MAY,TP
continuous_0518_S5_strategy2.npz,4266–6400,—,JULY,FP
continuous_0518_S5_strategy2.npz,8492–12770,BEER,BEER,TP
continuous_0518_S5_strategy2.npz,12770–16603,NO,NO,TP
continuous_0518_S5_strategy2.npz,16603–21335,HOW ARE YOU,HOW ARE YOU,TP
continuous_0518_S5_strategy2.npz,17100–19233,—,YES,FP
continuous_0519_S5_strategy2.npz,0–4246,SATURDAY,SATURDAY,TP
continuous_0519_S5_strategy2.npz,3133–6266,—,KNOW,FP
continuous_0519_S5_strategy2.npz,4246–8492,KNOW,—,FN
continuous_0519_S5_strategy2.npz,8492–12738,BLUE,BLUE,TP
continuous_0519_S5_strategy2.npz,12738–16937,BREAD,BREAD,TP
continuous_0519_S5_strategy2.npz,16937–21169,MOTHER,MOTHER,TP
continuous_0519_S5_strategy2.npz,21169–25101,HELLO,HELLO,TP
continuous_0520_S5_strategy2.npz,0–3995,BLIND,BLIND,TP
continuous_0520_S5_strategy2.npz,3995–8241,MONDAY,MONDAY,TP
continuous_0520_S5_strategy2.npz,8241–12487,SPAGHETTI,SPAGHETTI,TP
continuous_0520_S5_strategy2.npz,12487–16619,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_0520_S5_strategy2.npz,16619–20865,MOTHER,MOTHER,TP
continuous_0520_S5_strategy2.npz,20865–25111,LIGHT,LIGHT,TP
continuous_0521_S5_strategy2.npz,0–4246,COUSIN,COUSIN,TP
continuous_0521_S5_strategy2.npz,2600–5233,—,BLUE,FP
continuous_0521_S5_strategy2.npz,4246–8459,JUICE,JUICE,TP
continuous_0521_S5_strategy2.npz,7833–10466,—,EGG,FP
continuous_0521_S5_strategy2.npz,8459–12425,EGG,—,FN
continuous_0521_S5_strategy2.npz,10466–13100,—,JUNE,FP
continuous_0521_S5_strategy2.npz,12425–16638,JANUARY,JANUARY,TP
continuous_0521_S5_strategy2.npz,15700–18333,—,AUGUST,FP
continuous_0521_S5_strategy2.npz,16638–20883,GRAY,GRAY,TP
continuous_0522_S5_strategy2.npz,0–4165,YELLOW,YELLOW,TP
continuous_0522_S5_strategy2.npz,2066–4133,—,GIRL,FP
continuous_0522_S5_strategy2.npz,4165–8443,FIVE,FIVE,TP
continuous_0522_S5_strategy2.npz,6200–8266,—,THREE,FP
continuous_0522_S5_strategy2.npz,8266–10333,—,SEPTEMBER,FP
continuous_0522_S5_strategy2.npz,8443–12689,MAY,MAY,TP
continuous_0522_S5_strategy2.npz,12400–14466,—,BLIND,FP
continuous_0522_S5_strategy2.npz,12689–18321,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0522_S5_strategy2.npz,16533–18600,—,TOMORROW,FP
continuous_0522_S5_strategy2.npz,18321–22567,FATHER,FATHER,TP
continuous_0522_S5_strategy2.npz,22567–26812,DEAF BLIND,DEAF BLIND,TP
continuous_0522_S5_strategy2.npz,22733–24800,—,BLIND,FP
continuous_0523_S5_strategy2.npz,0–4532,GOOD EVENING,GOOD EVENING,TP
continuous_0523_S5_strategy2.npz,4532–8778,WRONG,WRONG,TP
continuous_0523_S5_strategy2.npz,8778–13024,DAUGHTER,DAUGHTER,TP
continuous_0523_S5_strategy2.npz,10766–14366,—,SPAGHETTI,FP
continuous_0523_S5_strategy2.npz,13024–17237,COLD,COLD,TP
continuous_0523_S5_strategy2.npz,17237–21483,BREAD,BREAD,TP
continuous_0524_S5_strategy2.npz,0–4246,FAST,FAST,TP
continuous_0524_S5_strategy2.npz,4246–8274,TUESDAY,TUESDAY,TP
continuous_0524_S5_strategy2.npz,8274–12520,FOUR,FOUR,TP
continuous_0524_S5_strategy2.npz,12520–16733,NO SUGAR,NO SUGAR,TP
continuous_0524_S5_strategy2.npz,14900–17900,—,SUGAR,FP
continuous_0524_S5_strategy2.npz,16733–20979,EGG,EGG,TP
continuous_0524_S5_strategy2.npz,20979–25225,DEAF BLIND,DEAF BLIND,TP
continuous_0524_S5_strategy2.npz,25225–29724,HELLO,HELLO,TP
continuous_0525_S5_strategy2.npz,0–4246,UNDERSTAND,UNDERSTAND,TP
continuous_0525_S5_strategy2.npz,4246–8491,DEAF,DEAF,TP
continuous_0525_S5_strategy2.npz,8491–12770,FEBRUARY,FEBRUARY,TP
continuous_0525_S5_strategy2.npz,12770–17016,GRANDFATHER,GRANDFATHER,TP
continuous_0525_S5_strategy2.npz,17016–21262,RED,RED,TP
continuous_0525_S5_strategy2.npz,21262–25508,FOUR,FOUR,TP
continuous_0526_S5_strategy2.npz,0–4246,RED,RED,TP
continuous_0526_S5_strategy2.npz,2366–4766,—,HOW ARE YOU,FP
continuous_0526_S5_strategy2.npz,4246–8711,HOW ARE YOU,—,FN
continuous_0526_S5_strategy2.npz,4766–7133,—,BREAD,FP
continuous_0526_S5_strategy2.npz,7133–9533,—,OCTOBER,FP
continuous_0526_S5_strategy2.npz,8711–13176,OCTOBER,—,FN
continuous_0526_S5_strategy2.npz,9533–11900,—,MARCH,FP
continuous_0526_S5_strategy2.npz,11900–14300,—,OCTOBER,FP
continuous_0526_S5_strategy2.npz,13176–17342,WRONG,WRONG,TP
continuous_0526_S5_strategy2.npz,16666–19066,—,AUNTIE,FP
continuous_0526_S5_strategy2.npz,17342–21437,TOMORROW,TOMORROW,TP
continuous_0527_S5_strategy2.npz,0–4000,FAST,FAST,TP
continuous_0527_S5_strategy2.npz,4000–8246,MEAT,MEAT,TP
continuous_0527_S5_strategy2.npz,8246–12492,MOTHER,MOTHER,TP
continuous_0527_S5_strategy2.npz,10633–14166,—,SEE YOU TOMORROW,FP
continuous_0527_S5_strategy2.npz,12492–16258,GOOD MORNING,GOOD MORNING,TP
continuous_0527_S5_strategy2.npz,16258–20504,TODAY,TODAY,TP
continuous_0527_S5_strategy2.npz,20504–24750,SUGAR,SUGAR,TP
continuous_0528_S5_strategy2.npz,0–4332,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0528_S5_strategy2.npz,2833–5700,—,TUESDAY,FP
continuous_0528_S5_strategy2.npz,4332–8597,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0528_S5_strategy2.npz,8597–12842,SPAGHETTI,SPAGHETTI,TP
continuous_0528_S5_strategy2.npz,12842–17087,BOY,BOY,TP
continuous_0528_S5_strategy2.npz,17087–21366,ONE,ONE,TP
continuous_0528_S5_strategy2.npz,21366–25612,BEER,BEER,TP
continuous_0529_S5_strategy2.npz,0–4279,VIOLET,VIOLET,TP
continuous_0529_S5_strategy2.npz,4279–8525,KNOW,KNOW,TP
continuous_0529_S5_strategy2.npz,8525–12824,GOOD MORNING,GOOD MORNING,TP
continuous_0529_S5_strategy2.npz,12824–17023,EGG,EGG,TP
continuous_0529_S5_strategy2.npz,17023–21269,YESTERDAY,YESTERDAY,TP
continuous_0530_S5_strategy2.npz,0–4232,COFFEE,COFFEE,TP
continuous_0530_S5_strategy2.npz,4232–9164,MAN,MAN,TP
continuous_0530_S5_strategy2.npz,9164–13410,NOVEMBER,NOVEMBER,TP
continuous_0530_S5_strategy2.npz,12533–15666,—,AUGUST,FP
continuous_0530_S5_strategy2.npz,13410–17656,AUNTIE,AUNTIE,TP
continuous_0530_S5_strategy2.npz,17656–21902,TODAY,TODAY,TP
continuous_0531_S5_strategy2.npz,0–4266,BLUE,BLUE,TP
continuous_0531_S5_strategy2.npz,4266–8531,GOOD MORNING,GOOD MORNING,TP
continuous_0531_S5_strategy2.npz,6333–9533,—,KNOW,FP
continuous_0531_S5_strategy2.npz,8531–12744,DON'T KNOW,DON’T KNOW,TP
continuous_0531_S5_strategy2.npz,12744–16909,EIGHT,EIGHT,TP
