IV3-GRU,,,,
File Name,Frame Range,Ground Truth Category,Predicted Category,Match Status
continuous_0126_S4_strategy2.npz,12962–17359,DAYS,—,FN
continuous_0126_S4_strategy2.npz,15133–20166,—,DAYS,FP
continuous_0126_S4_strategy2.npz,17359–21524,GREETING,—,FN
continuous_0126_S4_strategy2.npz,20166–25200,—,CALENDAR,FP
continuous_0126_S4_strategy2.npz,21524–25888,CALENDAR,—,FN
continuous_0126_S4_strategy2.npz,25888–30253,DRINK,DRINK,TP
continuous_0127_S4_strategy2.npz,0–4366,—,CALENDAR,FP
continuous_0127_S4_strategy2.npz,0–4732,CALENDAR,—,FN
continuous_0127_S4_strategy2.npz,4366–8733,—,CALENDAR,FP
continuous_0127_S4_strategy2.npz,4732–9098,RELATIONSHIPS,—,FN
continuous_0127_S4_strategy2.npz,8733–13133,—,FOOD,FP
continuous_0127_S4_strategy2.npz,9098–13430,GREETING,—,FN
continuous_0127_S4_strategy2.npz,13133–17500,—,GREETING,FP
continuous_0127_S4_strategy2.npz,13430–17662,FOOD,—,FN
continuous_0127_S4_strategy2.npz,17500–21900,—,GREETING,FP
continuous_0127_S4_strategy2.npz,17662–21892,DAYS,—,FN
continuous_0128_S4_strategy2.npz,0–5233,—,SURVIVAL,FP
continuous_0128_S4_strategy2.npz,0–4299,DRINK,—,FN
continuous_0128_S4_strategy2.npz,4299–8531,SURVIVAL,—,FN
continuous_0128_S4_strategy2.npz,8531–12730,DAYS,DAYS,TP
continuous_0128_S4_strategy2.npz,10500–15766,—,SURVIVAL,FP
continuous_0128_S4_strategy2.npz,12730–16929,NUMBER,—,FN
continuous_0128_S4_strategy2.npz,16929–21028,FAMILY,FAMILY,TP
continuous_0129_S4_strategy2.npz,0–3700,—,DAYS,FP
continuous_0129_S4_strategy2.npz,0–4364,DAYS,—,FN
continuous_0129_S4_strategy2.npz,3700–7433,—,CALENDAR,FP
continuous_0129_S4_strategy2.npz,4364–8629,COLOR,—,FN
continuous_0129_S4_strategy2.npz,7433–11166,—,GREETING,FP
continuous_0129_S4_strategy2.npz,8629–12794,SURVIVAL,—,FN
continuous_0129_S4_strategy2.npz,11166–14900,—,NUMBER,FP
continuous_0129_S4_strategy2.npz,12794–17260,RELATIONSHIPS,—,FN
continuous_0129_S4_strategy2.npz,14900–18633,—,FOOD,FP
continuous_0129_S4_strategy2.npz,17260–21425,NUMBER,—,FN
continuous_0129_S4_strategy2.npz,18633–22366,—,NUMBER,FP
continuous_0129_S4_strategy2.npz,21425–25624,CALENDAR,CALENDAR,TP
continuous_0129_S4_strategy2.npz,25624–29823,DRINK,DRINK,TP
continuous_0130_S4_strategy2.npz,0–4265,FOOD,FOOD,TP
continuous_0130_S4_strategy2.npz,4265–8364,FAMILY,—,FN
continuous_0130_S4_strategy2.npz,5266–10566,—,FOOD,FP
continuous_0130_S4_strategy2.npz,8364–12463,NUMBER,—,FN
continuous_0130_S4_strategy2.npz,12463–17729,DRINK,DRINK,TP
continuous_0130_S4_strategy2.npz,15833–21133,—,COLOR,FP
continuous_0130_S4_strategy2.npz,17729–22061,RELATIONSHIPS,—,FN
continuous_0130_S4_strategy2.npz,21133–26433,—,FOOD,FP
continuous_0130_S4_strategy2.npz,22061–26427,COLOR,—,FN
continuous_0131_S4_strategy2.npz,0–4933,—,GREETING,FP
continuous_0131_S4_strategy2.npz,0–4265,COLOR,—,FN
continuous_0131_S4_strategy2.npz,4265–8397,GREETING,—,FN
continuous_0131_S4_strategy2.npz,4933–9866,—,GREETING,FP
continuous_0131_S4_strategy2.npz,8397–12696,DRINK,—,FN
continuous_0131_S4_strategy2.npz,9866–14800,—,GREETING,FP
continuous_0131_S4_strategy2.npz,12696–16961,FOOD,—,FN
continuous_0131_S4_strategy2.npz,14800–19733,—,DAYS,FP
continuous_0131_S4_strategy2.npz,16961–21023,DAYS,—,FN
continuous_0131_S4_strategy2.npz,19733–24666,—,FAMILY,FP
continuous_0131_S4_strategy2.npz,21023–25488,RELATIONSHIPS,—,FN
continuous_0131_S4_strategy2.npz,24666–29633,—,NUMBER,FP
continuous_0131_S4_strategy2.npz,25488–29620,NUMBER,—,FN
continuous_0132_S4_strategy2.npz,0–4100,—,FOOD,FP
continuous_0132_S4_strategy2.npz,0–4299,RELATIONSHIPS,—,FN
continuous_0132_S4_strategy2.npz,4299–8298,CALENDAR,CALENDAR,TP
continuous_0132_S4_strategy2.npz,8298–12497,FOOD,FOOD,TP
continuous_0132_S4_strategy2.npz,12333–16466,—,GREETING,FP
continuous_0132_S4_strategy2.npz,12497–16696,SURVIVAL,—,FN
continuous_0132_S4_strategy2.npz,16466–20600,—,NUMBER,FP
continuous_0132_S4_strategy2.npz,16696–20595,DAYS,—,FN
continuous_0133_S4_strategy2.npz,0–4199,GREETING,GREETING,TP
continuous_0133_S4_strategy2.npz,4199–8531,RELATIONSHIPS,—,FN
continuous_0133_S4_strategy2.npz,4266–8566,—,CALENDAR,FP
continuous_0133_S4_strategy2.npz,8531–12797,CALENDAR,—,FN
continuous_0133_S4_strategy2.npz,8566–12866,—,FOOD,FP
continuous_0133_S4_strategy2.npz,12797–17129,COLOR,—,FN
continuous_0133_S4_strategy2.npz,12866–17133,—,FOOD,FP
continuous_0133_S4_strategy2.npz,17129–21428,DRINK,—,FN
continuous_0133_S4_strategy2.npz,17133–21433,—,FOOD,FP
continuous_0133_S4_strategy2.npz,21428–25727,NUMBER,—,FN
continuous_0133_S4_strategy2.npz,21433–25733,—,NUMBER,FP
continuous_0134_S4_strategy2.npz,0–4299,CALENDAR,CALENDAR,TP
continuous_0134_S4_strategy2.npz,4299–8465,DRINK,DRINK,TP
continuous_0134_S4_strategy2.npz,8465–12264,FAMILY,FAMILY,TP
continuous_0134_S4_strategy2.npz,12264–16596,COLOR,COLOR,TP
continuous_0134_S4_strategy2.npz,16596–20861,RELATIONSHIPS,—,FN
continuous_0134_S4_strategy2.npz,19433–24300,—,FOOD,FP
continuous_0134_S4_strategy2.npz,20861–25060,NUMBER,NUMBER,TP
continuous_0134_S4_strategy2.npz,25060–29159,FOOD,—,FN
continuous_0135_S4_strategy2.npz,0–4432,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0135_S4_strategy2.npz,4432–8631,FAMILY,—,FN
continuous_0135_S4_strategy2.npz,5333–10700,—,RELATIONSHIPS,FP
continuous_0135_S4_strategy2.npz,8631–12896,NUMBER,NUMBER,TP
continuous_0135_S4_strategy2.npz,12896–17128,SURVIVAL,—,FN
continuous_0135_S4_strategy2.npz,16066–21433,—,FOOD,FP
continuous_0135_S4_strategy2.npz,17128–21427,COLOR,—,FN
continuous_0136_S4_strategy2.npz,0–3066,—,SURVIVAL,FP
continuous_0136_S4_strategy2.npz,0–4199,SURVIVAL,—,FN
continuous_0136_S4_strategy2.npz,3066–6133,—,FAMILY,FP
continuous_0136_S4_strategy2.npz,4199–8564,FAMILY,—,FN
continuous_0136_S4_strategy2.npz,6133–9200,—,FOOD,FP
continuous_0136_S4_strategy2.npz,8564–12696,FOOD,—,FN
continuous_0136_S4_strategy2.npz,9200–12266,—,DAYS,FP
continuous_0136_S4_strategy2.npz,12266–15366,—,NUMBER,FP
continuous_0136_S4_strategy2.npz,12696–17261,DAYS,—,FN
continuous_0136_S4_strategy2.npz,15366–18433,—,FAMILY,FP
continuous_0136_S4_strategy2.npz,17261–21427,NUMBER,—,FN
continuous_0136_S4_strategy2.npz,18433–21500,—,NUMBER,FP
continuous_0136_S4_strategy2.npz,21427–26496,CALENDAR,CALENDAR,TP
continuous_0136_S4_strategy2.npz,21500–24566,—,FAMILY,FP
continuous_0136_S4_strategy2.npz,26496–30728,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0137_S4_strategy2.npz,0–4332,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0137_S4_strategy2.npz,0–3733,—,RELATIONSHIPS,FP
continuous_0137_S4_strategy2.npz,4332–8597,DRINK,—,FN
continuous_0137_S4_strategy2.npz,7466–11200,—,FOOD,FP
continuous_0137_S4_strategy2.npz,8597–12796,FOOD,—,FN
continuous_0137_S4_strategy2.npz,11200–14933,—,FOOD,FP
continuous_0137_S4_strategy2.npz,12796–17028,NUMBER,—,FN
continuous_0137_S4_strategy2.npz,14933–18666,—,FOOD,FP
continuous_0137_S4_strategy2.npz,17028–21358,CALENDAR,—,FN
continuous_0137_S4_strategy2.npz,18666–22400,—,CALENDAR,FP
continuous_0137_S4_strategy2.npz,21358–25590,SURVIVAL,—,FN
continuous_0137_S4_strategy2.npz,22400–26133,—,GREETING,FP
continuous_0137_S4_strategy2.npz,25590–29855,FAMILY,FAMILY,TP
continuous_0138_S4_strategy2.npz,0–2600,—,SURVIVAL,FP
continuous_0138_S4_strategy2.npz,0–4265,SURVIVAL,—,FN
continuous_0138_S4_strategy2.npz,2600–5200,—,GREETING,FP
continuous_0138_S4_strategy2.npz,4265–8497,DRINK,—,FN
continuous_0138_S4_strategy2.npz,5200–7800,—,DRINK,FP
continuous_0138_S4_strategy2.npz,8497–12696,NUMBER,NUMBER,TP
continuous_0138_S4_strategy2.npz,10400–13000,—,NUMBER,FP
continuous_0138_S4_strategy2.npz,12696–17195,COLOR,—,FN
continuous_0138_S4_strategy2.npz,13000–15600,—,GREETING,FP
continuous_0138_S4_strategy2.npz,15600–18200,—,FAMILY,FP
continuous_0138_S4_strategy2.npz,17195–21694,GREETING,GREETING,TP
continuous_0138_S4_strategy2.npz,20800–23400,—,SURVIVAL,FP
continuous_0138_S4_strategy2.npz,21694–26026,CALENDAR,—,FN
continuous_0138_S4_strategy2.npz,23400–26033,—,CALENDAR,FP
continuous_0139_S4_strategy2.npz,0–4232,DRINK,DRINK,TP
continuous_0139_S4_strategy2.npz,4232–8397,FOOD,FOOD,TP
continuous_0139_S4_strategy2.npz,8397–12862,RELATIONSHIPS,—,FN
continuous_0139_S4_strategy2.npz,8400–12600,—,FOOD,FP
continuous_0139_S4_strategy2.npz,12862–16894,FAMILY,FAMILY,TP
continuous_0139_S4_strategy2.npz,16894–21059,NUMBER,NUMBER,TP
continuous_0139_S4_strategy2.npz,21059–25225,SURVIVAL,SURVIVAL,TP
continuous_0139_S4_strategy2.npz,25200–29400,—,GREETING,FP
continuous_0139_S4_strategy2.npz,25225–29390,DAYS,—,FN
continuous_0140_S4_strategy2.npz,0–4465,DRINK,DRINK,TP
continuous_0140_S4_strategy2.npz,3166–6366,—,FOOD,FP
continuous_0140_S4_strategy2.npz,4465–8730,RELATIONSHIPS,—,FN
continuous_0140_S4_strategy2.npz,6366–9566,—,FOOD,FP
continuous_0140_S4_strategy2.npz,8730–13062,FOOD,—,FN
continuous_0140_S4_strategy2.npz,9566–12766,—,DAYS,FP
continuous_0140_S4_strategy2.npz,12766–15966,—,DAYS,FP
continuous_0140_S4_strategy2.npz,13062–17161,DAYS,—,FN
continuous_0140_S4_strategy2.npz,15966–19166,—,GREETING,FP
continuous_0140_S4_strategy2.npz,17161–21326,SURVIVAL,—,FN
continuous_0140_S4_strategy2.npz,19166–22366,—,GREETING,FP
continuous_0140_S4_strategy2.npz,21326–25558,COLOR,COLOR,TP
continuous_0141_S4_strategy2.npz,0–4300,—,GREETING,FP
continuous_0141_S4_strategy2.npz,0–4199,SURVIVAL,—,FN
continuous_0141_S4_strategy2.npz,4199–8431,DRINK,—,FN
continuous_0141_S4_strategy2.npz,4300–8633,—,GREETING,FP
continuous_0141_S4_strategy2.npz,8431–12830,COLOR,COLOR,TP
continuous_0141_S4_strategy2.npz,12830–16962,DAYS,—,FN
continuous_0141_S4_strategy2.npz,12966–17300,—,FOOD,FP
continuous_0141_S4_strategy2.npz,16962–21094,FOOD,FOOD,TP
continuous_0141_S4_strategy2.npz,21094–25960,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0142_S4_strategy2.npz,0–4332,COLOR,COLOR,TP
continuous_0142_S4_strategy2.npz,4332–8731,FOOD,FOOD,TP
continuous_0142_S4_strategy2.npz,8731–12930,GREETING,GREETING,TP
continuous_0142_S4_strategy2.npz,12733–17000,—,GREETING,FP
continuous_0142_S4_strategy2.npz,12930–17129,SURVIVAL,—,FN
continuous_0142_S4_strategy2.npz,17000–21233,—,SURVIVAL,FP
continuous_0142_S4_strategy2.npz,17129–21294,NUMBER,—,FN
continuous_0142_S4_strategy2.npz,21233–25500,—,FOOD,FP
continuous_0142_S4_strategy2.npz,21294–25493,DRINK,—,FN
continuous_0143_S4_strategy2.npz,0–5400,—,SURVIVAL,FP
continuous_0143_S4_strategy2.npz,0–4400,DRINK,—,FN
continuous_0143_S4_strategy2.npz,4400–8832,FAMILY,FAMILY,TP
continuous_0143_S4_strategy2.npz,8832–13197,COLOR,—,FN
continuous_0143_S4_strategy2.npz,10833–16233,—,FOOD,FP
continuous_0143_S4_strategy2.npz,13197–17396,GREETING,GREETING,TP
continuous_0143_S4_strategy2.npz,17396–21662,CALENDAR,—,FN
continuous_0144_S4_strategy2.npz,0–5333,—,GREETING,FP
continuous_0144_S4_strategy2.npz,0–4199,NUMBER,—,FN
continuous_0144_S4_strategy2.npz,4199–8531,COLOR,—,FN
continuous_0144_S4_strategy2.npz,5333–10700,—,GREETING,FP
continuous_0144_S4_strategy2.npz,8531–12963,FAMILY,—,FN
continuous_0144_S4_strategy2.npz,10700–16033,—,CALENDAR,FP
continuous_0144_S4_strategy2.npz,12963–17162,CALENDAR,—,FN
continuous_0144_S4_strategy2.npz,17162–21394,GREETING,GREETING,TP
continuous_0145_S4_strategy2.npz,0–4100,—,NUMBER,FP
continuous_0145_S4_strategy2.npz,0–4265,NUMBER,—,FN
continuous_0145_S4_strategy2.npz,4100–8200,—,DAYS,FP
continuous_0145_S4_strategy2.npz,4265–7689,CALENDAR,—,FN
continuous_0145_S4_strategy2.npz,7689–11921,DAYS,—,FN
continuous_0145_S4_strategy2.npz,8200–12333,—,GREETING,FP
continuous_0145_S4_strategy2.npz,11921–16186,DRINK,DRINK,TP
continuous_0145_S4_strategy2.npz,16186–20385,GREETING,GREETING,TP
continuous_0145_S4_strategy2.npz,20385–24651,COLOR,COLOR,TP
continuous_0146_S4_strategy2.npz,0–4766,—,GREETING,FP
continuous_0146_S4_strategy2.npz,0–3666,SURVIVAL,—,FN
continuous_0146_S4_strategy2.npz,3666–7865,NUMBER,NUMBER,TP
continuous_0146_S4_strategy2.npz,7865–11697,RELATIONSHIPS,—,FN
continuous_0146_S4_strategy2.npz,9533–14333,—,NUMBER,FP
continuous_0146_S4_strategy2.npz,11697–15962,GREETING,—,FN
continuous_0146_S4_strategy2.npz,14333–19100,—,GREETING,FP
continuous_0146_S4_strategy2.npz,15962–20194,FOOD,FOOD,TP
continuous_0146_S4_strategy2.npz,20194–24393,FAMILY,FAMILY,TP
continuous_0146_S4_strategy2.npz,24393–28659,DRINK,—,FN
continuous_0147_S4_strategy2.npz,0–4166,—,DAYS,FP
continuous_0147_S4_strategy2.npz,0–4265,FAMILY,—,FN
continuous_0147_S4_strategy2.npz,4166–8366,—,SURVIVAL,FP
continuous_0147_S4_strategy2.npz,4265–8264,SURVIVAL,—,FN
continuous_0147_S4_strategy2.npz,8264–12429,GREETING,GREETING,TP
continuous_0147_S4_strategy2.npz,12429–16595,COLOR,—,FN
continuous_0147_S4_strategy2.npz,12566–16766,—,FOOD,FP
continuous_0147_S4_strategy2.npz,16595–20960,DAYS,—,FN
continuous_0147_S4_strategy2.npz,16766–20966,—,CALENDAR,FP
continuous_0148_S4_strategy2.npz,0–4432,CALENDAR,CALENDAR,TP
continuous_0148_S4_strategy2.npz,3700–7400,—,CALENDAR,FP
continuous_0148_S4_strategy2.npz,4432–9032,SURVIVAL,—,FN
continuous_0148_S4_strategy2.npz,7400–11100,—,GREETING,FP
continuous_0148_S4_strategy2.npz,9032–13164,DAYS,—,FN
continuous_0148_S4_strategy2.npz,11100–14800,—,GREETING,FP
continuous_0148_S4_strategy2.npz,13164–17363,FAMILY,—,FN
continuous_0148_S4_strategy2.npz,14800–18500,—,FAMILY,FP
continuous_0148_S4_strategy2.npz,17363–21729,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0148_S4_strategy2.npz,21729–25894,GREETING,GREETING,TP
continuous_0149_S4_strategy2.npz,0–4032,GREETING,GREETING,TP
continuous_0149_S4_strategy2.npz,3200–6433,—,NUMBER,FP
continuous_0149_S4_strategy2.npz,4032–8298,NUMBER,—,FN
continuous_0149_S4_strategy2.npz,6433–9633,—,SURVIVAL,FP
continuous_0149_S4_strategy2.npz,8298–12731,DRINK,—,FN
continuous_0149_S4_strategy2.npz,9633–12866,—,FOOD,FP
continuous_0149_S4_strategy2.npz,12731–16963,FOOD,—,FN
continuous_0149_S4_strategy2.npz,12866–16066,—,FOOD,FP
continuous_0149_S4_strategy2.npz,16066–19300,—,FOOD,FP
continuous_0149_S4_strategy2.npz,16963–21428,COLOR,COLOR,TP
continuous_0149_S4_strategy2.npz,21428–25727,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0150_S4_strategy2.npz,0–4232,NUMBER,NUMBER,TP
continuous_0150_S4_strategy2.npz,4232–8497,FAMILY,FAMILY,TP
continuous_0150_S4_strategy2.npz,8497–12097,GREETING,GREETING,TP
continuous_0150_S4_strategy2.npz,12097–16196,DAYS,—,FN
continuous_0150_S4_strategy2.npz,12366–16466,—,DAYS,FP
continuous_0150_S4_strategy2.npz,16196–20428,FOOD,FOOD,TP
continuous_0150_S4_strategy2.npz,20428–24693,RELATIONSHIPS,—,FN
continuous_0150_S4_strategy2.npz,20600–24733,—,FAMILY,FP
continuous_0150_S4_strategy2.npz,24693–28859,SURVIVAL,—,FN
continuous_0150_S4_strategy2.npz,24733–28866,—,GREETING,FP
continuous_0151_S4_strategy2.npz,0–4366,GREETING,GREETING,TP
continuous_0151_S4_strategy2.npz,4233–8466,—,NUMBER,FP
continuous_0151_S4_strategy2.npz,4366–8565,NUMBER,—,FN
continuous_0151_S4_strategy2.npz,8466–12700,—,NUMBER,FP
continuous_0151_S4_strategy2.npz,8565–12697,DRINK,—,FN
continuous_0151_S4_strategy2.npz,12697–16962,COLOR,—,FN
continuous_0151_S4_strategy2.npz,12700–16933,—,DRINK,FP
continuous_0151_S4_strategy2.npz,16933–21200,—,FOOD,FP
continuous_0151_S4_strategy2.npz,16962–21194,SURVIVAL,—,FN
continuous_0152_S4_strategy2.npz,0–3733,—,DAYS,FP
continuous_0152_S4_strategy2.npz,0–4432,NUMBER,—,FN
continuous_0152_S4_strategy2.npz,3733–7500,—,COLOR,FP
continuous_0152_S4_strategy2.npz,4432–8931,RELATIONSHIPS,—,FN
continuous_0152_S4_strategy2.npz,8931–13230,GREETING,GREETING,TP
continuous_0152_S4_strategy2.npz,11266–15033,—,COLOR,FP
continuous_0152_S4_strategy2.npz,13230–17629,FOOD,—,FN
continuous_0152_S4_strategy2.npz,15033–18800,—,FOOD,FP
continuous_0152_S4_strategy2.npz,17629–21928,SURVIVAL,SURVIVAL,TP
continuous_0152_S4_strategy2.npz,21928–26327,COLOR,—,FN
continuous_0152_S4_strategy2.npz,22566–26333,—,FOOD,FP
continuous_0153_S4_strategy2.npz,0–4266,—,FOOD,FP
continuous_0153_S4_strategy2.npz,0–4200,SURVIVAL,—,FN
continuous_0153_S4_strategy2.npz,4200–8432,FOOD,—,FN
continuous_0153_S4_strategy2.npz,4266–8566,—,COLOR,FP
continuous_0153_S4_strategy2.npz,8432–12731,COLOR,—,FN
continuous_0153_S4_strategy2.npz,8566–12866,—,FAMILY,FP
continuous_0153_S4_strategy2.npz,12731–17063,FAMILY,—,FN
continuous_0153_S4_strategy2.npz,12866–17166,—,RELATIONSHIPS,FP
continuous_0153_S4_strategy2.npz,17063–21262,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0153_S4_strategy2.npz,21262–25760,CALENDAR,CALENDAR,TP
continuous_0154_S4_strategy2.npz,0–4233,—,GREETING,FP
continuous_0154_S4_strategy2.npz,0–4232,FOOD,—,FN
continuous_0154_S4_strategy2.npz,4232–8364,GREETING,—,FN
continuous_0154_S4_strategy2.npz,4233–8466,—,SURVIVAL,FP
continuous_0154_S4_strategy2.npz,8364–12829,SURVIVAL,—,FN
continuous_0154_S4_strategy2.npz,8466–12700,—,SURVIVAL,FP
continuous_0154_S4_strategy2.npz,12700–16933,—,CALENDAR,FP
continuous_0154_S4_strategy2.npz,12829–17061,DAYS,—,FN
continuous_0154_S4_strategy2.npz,17061–21293,CALENDAR,CALENDAR,TP
continuous_0154_S4_strategy2.npz,21293–25392,FAMILY,FAMILY,TP
continuous_0155_S4_strategy2.npz,0–8400,—,GREETING,FP
continuous_0155_S4_strategy2.npz,0–4199,FAMILY,—,FN
continuous_0155_S4_strategy2.npz,4199–8132,DRINK,—,FN
continuous_0155_S4_strategy2.npz,8132–12397,SURVIVAL,—,FN
continuous_0155_S4_strategy2.npz,8400–16833,—,FAMILY,FP
continuous_0155_S4_strategy2.npz,12397–16662,RELATIONSHIPS,—,FN
continuous_0155_S4_strategy2.npz,16662–20961,NUMBER,—,FN
continuous_0155_S4_strategy2.npz,16833–25266,—,DAYS,FP
continuous_0155_S4_strategy2.npz,20961–25260,COLOR,—,FN
continuous_0156_S4_strategy2.npz,0–4600,—,FOOD,FP
continuous_0156_S4_strategy2.npz,0–4132,DAYS,—,FN
continuous_0156_S4_strategy2.npz,4132–9198,GREETING,GREETING,TP
continuous_0156_S4_strategy2.npz,9198–13330,FAMILY,FAMILY,TP
continuous_0156_S4_strategy2.npz,13330–18869,CALENDAR,—,FN
continuous_0156_S4_strategy2.npz,13800–18400,—,CALENDAR,FP
continuous_0156_S4_strategy2.npz,18400–23000,—,CALENDAR,FP
continuous_0156_S4_strategy2.npz,18869–23368,COLOR,—,FN
continuous_0156_S4_strategy2.npz,23000–27633,—,FOOD,FP
continuous_0156_S4_strategy2.npz,23368–27633,NUMBER,—,FN
continuous_0157_S4_strategy2.npz,0–5432,GREETING,GREETING,TP
continuous_0157_S4_strategy2.npz,5432–9897,DAYS,—,FN
continuous_0157_S4_strategy2.npz,5433–10900,—,NUMBER,FP
continuous_0157_S4_strategy2.npz,9897–14397,SURVIVAL,—,FN
continuous_0157_S4_strategy2.npz,14397–18563,CALENDAR,CALENDAR,TP
continuous_0157_S4_strategy2.npz,18563–22928,NUMBER,NUMBER,TP
continuous_0157_S4_strategy2.npz,22928–27260,FOOD,FOOD,TP
continuous_0158_S4_strategy2.npz,0–4199,GREETING,GREETING,TP
continuous_0158_S4_strategy2.npz,4199–8227,CALENDAR,—,FN
continuous_0158_S4_strategy2.npz,4200–8433,—,CALENDAR,FP
continuous_0158_S4_strategy2.npz,8227–12526,COLOR,COLOR,TP
continuous_0158_S4_strategy2.npz,8433–12666,—,DAYS,FP
continuous_0158_S4_strategy2.npz,12526–16825,RELATIONSHIPS,—,FN
continuous_0158_S4_strategy2.npz,16825–21224,FAMILY,—,FN
continuous_0158_S4_strategy2.npz,16900–21133,—,GREETING,FP
continuous_0158_S4_strategy2.npz,21133–25366,—,GREETING,FP
continuous_0158_S4_strategy2.npz,21224–25356,NUMBER,—,FN
continuous_0159_S4_strategy2.npz,0–4933,—,GREETING,FP
continuous_0159_S4_strategy2.npz,0–4232,GREETING,—,FN
continuous_0159_S4_strategy2.npz,4232–8331,NUMBER,NUMBER,TP
continuous_0159_S4_strategy2.npz,8331–12630,DRINK,—,FN
continuous_0159_S4_strategy2.npz,9866–14800,—,FOOD,FP
continuous_0159_S4_strategy2.npz,12630–16995,COLOR,—,FN
continuous_0159_S4_strategy2.npz,14800–19733,—,COLOR,FP
continuous_0159_S4_strategy2.npz,16995–21227,RELATIONSHIPS,—,FN
continuous_0159_S4_strategy2.npz,19733–24666,—,GREETING,FP
continuous_0159_S4_strategy2.npz,21227–25426,SURVIVAL,—,FN
continuous_0159_S4_strategy2.npz,25426–29591,FAMILY,FAMILY,TP
continuous_0160_S4_strategy2.npz,0–4364,CALENDAR,—,FN
continuous_0160_S4_strategy2.npz,4364–8629,FOOD,FOOD,TP
continuous_0160_S4_strategy2.npz,7400–14833,—,NUMBER,FP
continuous_0160_S4_strategy2.npz,8629–12761,NUMBER,—,FN
continuous_0160_S4_strategy2.npz,12761–17060,SURVIVAL,—,FN
continuous_0160_S4_strategy2.npz,14833–22233,—,DAYS,FP
continuous_0160_S4_strategy2.npz,17060–21192,DAYS,—,FN
continuous_0160_S4_strategy2.npz,21192–25357,FAMILY,—,FN
continuous_0160_S4_strategy2.npz,22233–29666,—,FOOD,FP
continuous_0160_S4_strategy2.npz,25357–29656,DRINK,—,FN
continuous_0161_S4_strategy2.npz,0–4732,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0161_S4_strategy2.npz,4732–8998,COLOR,COLOR,TP
continuous_0161_S4_strategy2.npz,8998–13230,FAMILY,—,FN
continuous_0161_S4_strategy2.npz,10500–15733,—,NUMBER,FP
continuous_0161_S4_strategy2.npz,13230–17462,NUMBER,—,FN
continuous_0161_S4_strategy2.npz,17462–21928,SURVIVAL,SURVIVAL,TP
continuous_0161_S4_strategy2.npz,21928–26260,DRINK,DRINK,TP
continuous_0162_S4_strategy2.npz,0–4132,FAMILY,FAMILY,TP
continuous_0162_S4_strategy2.npz,3566–7166,—,NUMBER,FP
continuous_0162_S4_strategy2.npz,4132–8331,NUMBER,NUMBER,TP
continuous_0162_S4_strategy2.npz,8331–12496,DAYS,DAYS,TP
continuous_0162_S4_strategy2.npz,12496–16695,SURVIVAL,—,FN
continuous_0162_S4_strategy2.npz,14333–17933,—,GREETING,FP
continuous_0162_S4_strategy2.npz,16695–20994,GREETING,GREETING,TP
continuous_0162_S4_strategy2.npz,20994–25126,DRINK,DRINK,TP
continuous_0163_S4_strategy2.npz,0–6333,—,FOOD,FP
continuous_0163_S4_strategy2.npz,0–4166,RELATIONSHIPS,—,FN
continuous_0163_S4_strategy2.npz,4166–8531,COLOR,—,FN
continuous_0163_S4_strategy2.npz,6333–12666,—,COLOR,FP
continuous_0163_S4_strategy2.npz,8531–12630,FAMILY,—,FN
continuous_0163_S4_strategy2.npz,12630–16829,SURVIVAL,—,FN
continuous_0163_S4_strategy2.npz,12666–19000,—,GREETING,FP
continuous_0163_S4_strategy2.npz,16829–21161,FOOD,—,FN
continuous_0163_S4_strategy2.npz,19000–25333,—,DAYS,FP
continuous_0163_S4_strategy2.npz,21161–25326,DAYS,—,FN
continuous_0164_S4_strategy2.npz,0–4166,CALENDAR,CALENDAR,TP
continuous_0164_S4_strategy2.npz,3833–7666,—,DAYS,FP
continuous_0164_S4_strategy2.npz,4166–8365,DAYS,—,FN
continuous_0164_S4_strategy2.npz,7666–11500,—,DAYS,FP
continuous_0164_S4_strategy2.npz,8365–12897,GREETING,GREETING,TP
continuous_0164_S4_strategy2.npz,12897–17296,DRINK,—,FN
continuous_0164_S4_strategy2.npz,15366–19200,—,GREETING,FP
continuous_0164_S4_strategy2.npz,17296–21661,COLOR,COLOR,TP
continuous_0164_S4_strategy2.npz,21661–26226,RELATIONSHIPS,RELATIONSHIPS,TP
continuous_0164_S4_strategy2.npz,26226–30725,FOOD,FOOD,TP
continuous_0165_S4_strategy2.npz,0–5500,—,NUMBER,FP
continuous_0165_S4_strategy2.npz,0–4199,NUMBER,—,FN
continuous_0165_S4_strategy2.npz,4199–8966,CALENDAR,—,FN
continuous_0165_S4_strategy2.npz,5500–11000,—,DAYS,FP
continuous_0165_S4_strategy2.npz,8966–13365,DRINK,—,FN
continuous_0165_S4_strategy2.npz,11000–16500,—,FOOD,FP
continuous_0165_S4_strategy2.npz,13365–17762,DAYS,—,FN
continuous_0165_S4_strategy2.npz,17762–22027,FOOD,FOOD,TP
continuous_0166_S4_strategy2.npz,0–4365,FOOD,FOOD,TP
