File Name,Frame Range,Ground Truth Gloss/Category,Predicted Gloss/Category,Match Status
continuous_0164_S4_strategy2.npz,192-288,-,BLIND,FP
continuous_0164_S4_strategy2.npz,288-480,MOTHER,MOTHER,TP
continuous_0164_S4_strategy2.npz,480-672,HELLO,HELLO,TP
continuous_0164_S4_strategy2.npz,672-769,-,WEDNESDAY,FP
continuous_0164_S4_strategy2.npz,254-394,BLIND,-,FN
continuous_0164_S4_strategy2.npz,643-769,FRIDAY,-,FN
continuous_0165_S4_strategy2.npz,0-151,COFFEE,COFFEE,TP
continuous_0165_S4_strategy2.npz,151-304,PARENTS,PARENTS,TP
continuous_0165_S4_strategy2.npz,304-609,MEAT,MEAT,TP
continuous_0165_S4_strategy2.npz,609-762,-,MONDAY,FP
continuous_0165_S4_strategy2.npz,380-509,DON’T UNDERSTAND,-,FN
continuous_0165_S4_strategy2.npz,509-634,FOUR,-,FN
continuous_0165_S4_strategy2.npz,634-762,MONDAY,-,FN
continuous_0166_S4_strategy2.npz,0-96,-,FRIDAY,FP
continuous_0166_S4_strategy2.npz,96-192,AUNTIE,AUNTIE,TP
continuous_0166_S4_strategy2.npz,192-289,-,FIVE,FP
continuous_0166_S4_strategy2.npz,289-387,-,FOUR,FP
continuous_0166_S4_strategy2.npz,387-483,WINE,WINE,TP
continuous_0166_S4_strategy2.npz,483-676,THANK YOU,THANK YOU,TP
continuous_0166_S4_strategy2.npz,676-774,MAY,MAY,TP
continuous_0166_S4_strategy2.npz,0-128,FRIDAY,-,FN
continuous_0166_S4_strategy2.npz,253-379,FIVE,-,FN
continuous_0167_S4_strategy2.npz,0-126,-,GREEN,FP
continuous_0167_S4_strategy2.npz,126-378,SON,SON,TP
continuous_0167_S4_strategy2.npz,378-504,-,HOW ARE YOU,FP
continuous_0167_S4_strategy2.npz,504-631,-,SPAGHETTI,FP
continuous_0167_S4_strategy2.npz,631-885,-,TOMORROW,FP
continuous_0167_S4_strategy2.npz,0-130,JUNE,-,FN
continuous_0167_S4_strategy2.npz,130-259,GREEN,-,FN
continuous_0167_S4_strategy2.npz,383-509,SEVEN,-,FN
continuous_0167_S4_strategy2.npz,509-636,HOW ARE YOU,-,FN
continuous_0167_S4_strategy2.npz,636-763,SPAGHETTI,-,FN
continuous_0167_S4_strategy2.npz,763-884,TOMORROW,-,FN
continuous_0168_S4_strategy2.npz,0-220,-,ONE,FP
continuous_0168_S4_strategy2.npz,220-331,SHRIMP,SHRIMP,TP
continuous_0168_S4_strategy2.npz,331-442,HELLO,HELLO,TP
continuous_0168_S4_strategy2.npz,442-552,-,DEAF,FP
continuous_0168_S4_strategy2.npz,552-663,-,NO SUGAR,FP
continuous_0168_S4_strategy2.npz,663-774,-,IM FINE,FP
continuous_0168_S4_strategy2.npz,774-885,BROWN,BROWN,TP
continuous_0168_S4_strategy2.npz,0-124,THREE,-,FN
continuous_0168_S4_strategy2.npz,375-500,SON,-,FN
continuous_0168_S4_strategy2.npz,500-627,DEAF,-,FN
continuous_0168_S4_strategy2.npz,627-753,NO SUGAR,-,FN
continuous_0169_S4_strategy2.npz,330-439,-,SPAGHETTI,FP
continuous_0169_S4_strategy2.npz,439-549,-,YELLOW,FP
continuous_0169_S4_strategy2.npz,549-660,-,NOVEMBER,FP
continuous_0169_S4_strategy2.npz,660-769,TODAY,TODAY,TP
continuous_0169_S4_strategy2.npz,769-879,MAN,MAN,TP
continuous_0169_S4_strategy2.npz,0-125,EIGHT,-,FN
continuous_0169_S4_strategy2.npz,125-249,SPAGHETTI,-,FN
continuous_0169_S4_strategy2.npz,249-378,YELLOW,-,FN
continuous_0169_S4_strategy2.npz,378-500,NOVEMBER,-,FN
continuous_0169_S4_strategy2.npz,500-620,THANK YOU,-,FN
continuous_0170_S4_strategy2.npz,0-127,SUNDAY,SUNDAY,TP
continuous_0170_S4_strategy2.npz,127-255,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_0170_S4_strategy2.npz,255-384,-,SEPTEMBER,FP
continuous_0170_S4_strategy2.npz,384-513,-,CHICKEN,FP
continuous_0170_S4_strategy2.npz,513-640,-,WRONG,FP
continuous_0170_S4_strategy2.npz,640-768,-,SEE YOU TOMORROW,FP
continuous_0170_S4_strategy2.npz,768-897,NO SUGAR,NO SUGAR,TP
continuous_0170_S4_strategy2.npz,258-377,DAUGHTER,-,FN
continuous_0170_S4_strategy2.npz,377-510,SEPTEMBER,-,FN
continuous_0170_S4_strategy2.npz,510-637,CHICKEN,-,FN
continuous_0170_S4_strategy2.npz,637-762,WRONG,-,FN
continuous_0171_S4_strategy2.npz,0-253,COLD,COLD,TP
continuous_0171_S4_strategy2.npz,253-381,MARRIED,MARRIED,TP
continuous_0171_S4_strategy2.npz,381-507,FISH,FISH,TP
continuous_0171_S4_strategy2.npz,507-634,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_0171_S4_strategy2.npz,634-762,GRAY,GRAY,TP
continuous_0171_S4_strategy2.npz,128-255,MARCH,-,FN
continuous_0172_S4_strategy2.npz,0-129,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0172_S4_strategy2.npz,129-258,-,ORANGE,FP
continuous_0172_S4_strategy2.npz,258-388,-,BLACK,FP
continuous_0172_S4_strategy2.npz,388-517,-,DON’T KNOW,FP
continuous_0172_S4_strategy2.npz,517-648,-,JULY,FP
continuous_0172_S4_strategy2.npz,648-777,-,COLD,FP
continuous_0172_S4_strategy2.npz,125-252,ORANGE,-,FN
continuous_0172_S4_strategy2.npz,252-378,DON’T KNOW,-,FN
continuous_0172_S4_strategy2.npz,378-526,JUNE,-,FN
continuous_0172_S4_strategy2.npz,526-650,COLD,-,FN
continuous_0172_S4_strategy2.npz,650-777,DAUGHTER,-,FN
continuous_0173_S4_strategy2.npz,0-109,FATHER,FATHER,TP
continuous_0173_S4_strategy2.npz,109-220,-,HELLO,FP
continuous_0173_S4_strategy2.npz,220-552,HOW ARE YOU,HOW ARE YOU,TP
continuous_0173_S4_strategy2.npz,552-663,FRIDAY,FRIDAY,TP
continuous_0173_S4_strategy2.npz,663-774,FISH,FISH,TP
continuous_0173_S4_strategy2.npz,774-885,MARRIED,MARRIED,TP
continuous_0173_S4_strategy2.npz,125-252,KNOW,-,FN
continuous_0173_S4_strategy2.npz,376-499,MAY,-,FN
continuous_0174_S4_strategy2.npz,0-126,TUESDAY,TUESDAY,TP
continuous_0174_S4_strategy2.npz,126-252,-,MILK,FP
continuous_0174_S4_strategy2.npz,252-379,-,JANUARY,FP
continuous_0174_S4_strategy2.npz,379-505,-,FEBRUARY,FP
continuous_0174_S4_strategy2.npz,505-633,UNCLE,UNCLE,TP
continuous_0174_S4_strategy2.npz,633-759,FISH,FISH,TP
continuous_0174_S4_strategy2.npz,759-886,-,GIRL,FP
continuous_0174_S4_strategy2.npz,125-253,GOOD EVENING,-,FN
continuous_0174_S4_strategy2.npz,253-372,MILK,-,FN
continuous_0174_S4_strategy2.npz,372-501,JANUARY,-,FN
continuous_0174_S4_strategy2.npz,759-886,WOMAN,-,FN
continuous_0175_S4_strategy2.npz,0-114,BREAD,BREAD,TP
continuous_0175_S4_strategy2.npz,114-231,MILK,MILK,TP
continuous_0175_S4_strategy2.npz,231-345,DECEMBER,DECEMBER,TP
continuous_0175_S4_strategy2.npz,345-462,IM FINE,IM FINE,TP
continuous_0175_S4_strategy2.npz,462-693,BROWN,BROWN,TP
continuous_0175_S4_strategy2.npz,693-807,-,WEDNESDAY,FP
continuous_0175_S4_strategy2.npz,807-924,DEAF,DEAF,TP
continuous_0175_S4_strategy2.npz,668-794,FRIDAY,-,FN
continuous_0176_S4_strategy2.npz,0-111,RICE,RICE,TP
continuous_0176_S4_strategy2.npz,111-223,-,WEDNESDAY,FP
continuous_0176_S4_strategy2.npz,223-336,WOMAN,WOMAN,TP
continuous_0176_S4_strategy2.npz,336-448,YES,YES,TP
continuous_0176_S4_strategy2.npz,448-561,-,LIGHT,FP
continuous_0176_S4_strategy2.npz,561-673,-,HOT,FP
continuous_0176_S4_strategy2.npz,673-786,-,MILK,FP
continuous_0176_S4_strategy2.npz,786-898,PARENTS,PARENTS,TP
continuous_0176_S4_strategy2.npz,127-255,FRIDAY,-,FN
continuous_0176_S4_strategy2.npz,507-638,LIGHT,-,FN
continuous_0176_S4_strategy2.npz,638-771,HOT,-,FN
continuous_0177_S4_strategy2.npz,0-153,-,FEBRUARY,FP
continuous_0177_S4_strategy2.npz,153-307,GIRL,GIRL,TP
continuous_0177_S4_strategy2.npz,307-615,-,DON’T KNOW,FP
continuous_0177_S4_strategy2.npz,615-769,TEA,TEA,TP
continuous_0177_S4_strategy2.npz,769-924,SATURDAY,SATURDAY,TP
continuous_0177_S4_strategy2.npz,0-159,AUGUST,-,FN
continuous_0177_S4_strategy2.npz,289-415,DON’T KNOW,-,FN
continuous_0177_S4_strategy2.npz,415-543,SHRIMP,-,FN
continuous_0177_S4_strategy2.npz,801-923,DAUGHTER,-,FN
continuous_0178_S4_strategy2.npz,0-150,SUNDAY,SUNDAY,TP
continuous_0178_S4_strategy2.npz,150-301,MEAT,MEAT,TP
continuous_0178_S4_strategy2.npz,301-453,GOOD EVENING,GOOD EVENING,TP
continuous_0178_S4_strategy2.npz,453-604,HOT,HOT,TP
continuous_0178_S4_strategy2.npz,604-756,DON’T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0178_S4_strategy2.npz,629-756,FATHER,-,FN
continuous_0179_S4_strategy2.npz,0-129,GREEN,GREEN,TP
continuous_0179_S4_strategy2.npz,129-258,TOMORROW,TOMORROW,TP
continuous_0179_S4_strategy2.npz,258-387,HOT,HOT,TP
continuous_0179_S4_strategy2.npz,387-516,MEAT,MEAT,TP
continuous_0179_S4_strategy2.npz,516-645,DEAF BLIND,DEAF BLIND,TP
continuous_0179_S4_strategy2.npz,645-903,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_0179_S4_strategy2.npz,784-902,JUNE,-,FN
continuous_0180_S4_strategy2.npz,0-192,COLD,COLD,TP
continuous_0180_S4_strategy2.npz,192-384,-,GIRL,FP
continuous_0180_S4_strategy2.npz,384-576,-,BLUE,FP
continuous_0180_S4_strategy2.npz,576-768,GOOD EVENING,GOOD EVENING,TP
continuous_0180_S4_strategy2.npz,0-126,SON,-,FN
continuous_0180_S4_strategy2.npz,255-384,UNDERSTAND,-,FN
continuous_0180_S4_strategy2.npz,384-511,GIRL,-,FN
continuous_0180_S4_strategy2.npz,511-639,BLUE,-,FN
continuous_0181_S4_strategy2.npz,0-111,SATURDAY,SATURDAY,TP
continuous_0181_S4_strategy2.npz,111-222,CORRECT,CORRECT,TP
continuous_0181_S4_strategy2.npz,222-333,TEA,TEA,TP
continuous_0181_S4_strategy2.npz,333-444,-,COUSIN,FP
continuous_0181_S4_strategy2.npz,444-555,-,OCTOBER,FP
continuous_0181_S4_strategy2.npz,555-666,-,SEPTEMBER,FP
continuous_0181_S4_strategy2.npz,666-778,HOW ARE YOU,HOW ARE YOU,TP
continuous_0181_S4_strategy2.npz,373-506,COUSIN,-,FN
continuous_0181_S4_strategy2.npz,506-649,OCTOBER,-,FN
continuous_0182_S4_strategy2.npz,0-127,-,HELLO,FP
continuous_0182_S4_strategy2.npz,127-256,-,WINE,FP
continuous_0182_S4_strategy2.npz,256-385,GRANDFATHER,GRANDFATHER,TP
continuous_0182_S4_strategy2.npz,385-642,HARD OF HEARING,HARD OF HEARING,TP
continuous_0182_S4_strategy2.npz,642-771,-,YELLOW,FP
continuous_0182_S4_strategy2.npz,771-900,THANK YOU,THANK YOU,TP
continuous_0182_S4_strategy2.npz,0-129,KNOW,-,FN
continuous_0182_S4_strategy2.npz,129-260,WINE,-,FN
continuous_0182_S4_strategy2.npz,513-643,YELLOW,-,FN
continuous_0182_S4_strategy2.npz,643-774,YESTERDAY,-,FN
continuous_0183_S4_strategy2.npz,0-111,GOOD MORNING,GOOD MORNING,TP
continuous_0183_S4_strategy2.npz,111-337,GRAY,GRAY,TP
continuous_0183_S4_strategy2.npz,337-564,MILK,MILK,TP
continuous_0183_S4_strategy2.npz,564-676,-,DEAF,FP
continuous_0183_S4_strategy2.npz,676-789,DON’T KNOW,DON’T KNOW,TP
continuous_0183_S4_strategy2.npz,789-903,THURSDAY,THURSDAY,TP
continuous_0183_S4_strategy2.npz,258-384,JUNE,-,FN
continuous_0183_S4_strategy2.npz,513-643,DEAF BLIND,-,FN
continuous_0184_S4_strategy2.npz,0-148,HOT,HOT,TP
continuous_0184_S4_strategy2.npz,148-297,SEE YOU TOMORROW,SEE YOU TOMORROW,TP
continuous_0184_S4_strategy2.npz,297-447,MAN,MAN,TP
continuous_0184_S4_strategy2.npz,447-595,YES,YES,TP
continuous_0184_S4_strategy2.npz,595-744,OCTOBER,OCTOBER,TP
continuous_0184_S4_strategy2.npz,744-894,VIOLET,VIOLET,TP
continuous_0184_S4_strategy2.npz,641-763,SON,-,FN
continuous_0185_S4_strategy2.npz,0-153,UNCLE,UNCLE,TP
continuous_0185_S4_strategy2.npz,153-306,SLOW,SLOW,TP
continuous_0185_S4_strategy2.npz,306-459,BOY,BOY,TP
continuous_0185_S4_strategy2.npz,459-612,JUICE,JUICE,TP
continuous_0185_S4_strategy2.npz,612-765,-,APRIL,FP
continuous_0185_S4_strategy2.npz,253-389,GOOD AFTERNOON,-,FN
continuous_0185_S4_strategy2.npz,643-765,APRIL,-,FN
continuous_0186_S4_strategy2.npz,0-99,NOVEMBER,NOVEMBER,TP
continuous_0186_S4_strategy2.npz,99-198,AUNTIE,AUNTIE,TP
continuous_0186_S4_strategy2.npz,198-396,MAN,MAN,TP
continuous_0186_S4_strategy2.npz,396-594,YELLOW,YELLOW,TP
continuous_0186_S4_strategy2.npz,594-693,SUNDAY,SUNDAY,TP
continuous_0186_S4_strategy2.npz,693-792,JUICE,JUICE,TP
continuous_0186_S4_strategy2.npz,792-891,YOURE WELCOME,YOURE WELCOME,TP
continuous_0187_S4_strategy2.npz,0-108,BOY,BOY,TP
continuous_0187_S4_strategy2.npz,108-216,AUGUST,AUGUST,TP
continuous_0187_S4_strategy2.npz,216-325,-,DECEMBER,FP
continuous_0187_S4_strategy2.npz,325-435,THANK YOU,THANK YOU,TP
continuous_0187_S4_strategy2.npz,435-543,-,PARENTS,FP
continuous_0187_S4_strategy2.npz,543-652,CORRECT,CORRECT,TP
continuous_0187_S4_strategy2.npz,652-762,SATURDAY,SATURDAY,TP
continuous_0187_S4_strategy2.npz,762-870,BEER,BEER,TP
continuous_0187_S4_strategy2.npz,372-492,PARENTS,-,FN
continuous_0188_S4_strategy2.npz,157-316,HARD OF HEARING,HARD OF HEARING,TP
continuous_0188_S4_strategy2.npz,316-474,AUNTIE,AUNTIE,TP
continuous_0188_S4_strategy2.npz,474-633,APRIL,APRIL,TP
continuous_0188_S4_strategy2.npz,633-792,BEER,BEER,TP
continuous_0188_S4_strategy2.npz,0-126,YESTERDAY,-,FN
continuous_0188_S4_strategy2.npz,257-403,DON’T UNDERSTAND,-,FN
continuous_0189_S4_strategy2.npz,0-126,SLOW,SLOW,TP
continuous_0189_S4_strategy2.npz,126-252,-,WINE,FP
continuous_0189_S4_strategy2.npz,252-378,-,NOVEMBER,FP
continuous_0189_S4_strategy2.npz,378-504,GRANDFATHER,GRANDFATHER,TP
continuous_0189_S4_strategy2.npz,504-630,WEDNESDAY,WEDNESDAY,TP
continuous_0189_S4_strategy2.npz,630-756,LIGHT,LIGHT,TP
continuous_0189_S4_strategy2.npz,756-882,HOW ARE YOU,HOW ARE YOU,TP
continuous_0189_S4_strategy2.npz,126-251,WINE,-,FN
continuous_0189_S4_strategy2.npz,251-355,OCTOBER,-,FN
continuous_0190_S4_strategy2.npz,0-126,AUNTIE,AUNTIE,TP
continuous_0190_S4_strategy2.npz,126-252,-,BLUE,FP
continuous_0190_S4_strategy2.npz,252-505,UNDERSTAND,UNDERSTAND,TP
continuous_0190_S4_strategy2.npz,505-633,HOW ARE YOU,HOW ARE YOU,TP
continuous_0190_S4_strategy2.npz,633-759,TODAY,TODAY,TP
continuous_0190_S4_strategy2.npz,759-886,DEAF BLIND,DEAF BLIND,TP
continuous_0190_S4_strategy2.npz,126-253,WHITE,-,FN
continuous_0190_S4_strategy2.npz,362-495,NO SUGAR,-,FN
continuous_0191_S4_strategy2.npz,0-112,DEAF,DEAF,TP
continuous_0191_S4_strategy2.npz,112-225,MOTHER,MOTHER,TP
continuous_0191_S4_strategy2.npz,225-339,-,THURSDAY,FP
continuous_0191_S4_strategy2.npz,339-453,BLUE,BLUE,TP
continuous_0191_S4_strategy2.npz,453-565,-,FEBRUARY,FP
continuous_0191_S4_strategy2.npz,565-792,CORRECT,CORRECT,TP
continuous_0191_S4_strategy2.npz,792-906,HELLO,HELLO,TP
continuous_0191_S4_strategy2.npz,258-387,TUESDAY,-,FN
continuous_0191_S4_strategy2.npz,515-640,FEBRUARY,-,FN
continuous_0192_S4_strategy2.npz,0-216,WOMAN,WOMAN,TP
continuous_0192_S4_strategy2.npz,216-325,GOOD MORNING,GOOD MORNING,TP
continuous_0192_S4_strategy2.npz,325-435,-,BROWN,FP
continuous_0192_S4_strategy2.npz,435-652,DECEMBER,DECEMBER,TP
continuous_0192_S4_strategy2.npz,652-762,-,GRANDMOTHER,FP
continuous_0192_S4_strategy2.npz,124-256,YES,-,FN
continuous_0192_S4_strategy2.npz,379-510,BROWN,-,FN
continuous_0192_S4_strategy2.npz,636-761,MOTHER,-,FN
continuous_0193_S4_strategy2.npz,0-147,BROWN,BROWN,TP
continuous_0193_S4_strategy2.npz,147-294,FEBRUARY,FEBRUARY,TP
continuous_0193_S4_strategy2.npz,294-441,MAY,MAY,TP
continuous_0193_S4_strategy2.npz,441-736,DECEMBER,DECEMBER,TP
continuous_0193_S4_strategy2.npz,736-885,CORRECT,CORRECT,TP
continuous_0193_S4_strategy2.npz,507-635,JUNE,-,FN
continuous_0193_S4_strategy2.npz,635-756,JANUARY,-,FN
continuous_0194_S4_strategy2.npz,97-195,-,SATURDAY,FP
continuous_0194_S4_strategy2.npz,195-391,SUNDAY,SUNDAY,TP
continuous_0194_S4_strategy2.npz,391-489,-,DARK,FP
continuous_0194_S4_strategy2.npz,489-588,DEAF BLIND,DEAF BLIND,TP
continuous_0194_S4_strategy2.npz,588-685,GRANDFATHER,GRANDFATHER,TP
continuous_0194_S4_strategy2.npz,685-784,-,OCTOBER,FP
continuous_0194_S4_strategy2.npz,0-126,DON’T UNDERSTAND,-,FN
continuous_0194_S4_strategy2.npz,254-381,DARK,-,FN
continuous_0194_S4_strategy2.npz,652-784,OCTOBER,-,FN
continuous_0195_S4_strategy2.npz,0-99,UNCLE,UNCLE,TP
continuous_0195_S4_strategy2.npz,99-600,FATHER,FATHER,TP
continuous_0195_S4_strategy2.npz,600-699,-,BROWN,FP
continuous_0195_S4_strategy2.npz,699-799,DEAF,DEAF,TP
continuous_0195_S4_strategy2.npz,799-900,MAY,MAY,TP
continuous_0195_S4_strategy2.npz,257-387,RED,-,FN
continuous_0195_S4_strategy2.npz,387-513,MAY,-,FN
continuous_0195_S4_strategy2.npz,513-651,BROWN,-,FN
continuous_0196_S4_strategy2.npz,0-129,-,GRANDMOTHER,FP
continuous_0196_S4_strategy2.npz,129-258,-,AUGUST,FP
continuous_0196_S4_strategy2.npz,258-387,BROWN,BROWN,TP
continuous_0196_S4_strategy2.npz,387-517,APRIL,APRIL,TP
continuous_0196_S4_strategy2.npz,517-646,LIGHT,LIGHT,TP
continuous_0196_S4_strategy2.npz,646-906,KNOW,KNOW,TP
continuous_0196_S4_strategy2.npz,0-130,MOTHER,-,FN
continuous_0196_S4_strategy2.npz,130-256,JULY,-,FN
continuous_0196_S4_strategy2.npz,776-906,DECEMBER,-,FN
continuous_0197_S4_strategy2.npz,0-126,VIOLET,VIOLET,TP
continuous_0197_S4_strategy2.npz,126-253,-,NO,FP
continuous_0197_S4_strategy2.npz,253-381,WEDNESDAY,WEDNESDAY,TP
continuous_0197_S4_strategy2.npz,381-508,GRANDMOTHER,GRANDMOTHER,TP
continuous_0197_S4_strategy2.npz,508-763,DEAF,DEAF,TP
continuous_0197_S4_strategy2.npz,127-251,NO,-,FN
continuous_0197_S4_strategy2.npz,633-763,FEBRUARY,-,FN
continuous_0198_S4_strategy2.npz,0-150,VIOLET,VIOLET,TP
continuous_0198_S4_strategy2.npz,150-303,WHITE,WHITE,TP
continuous_0198_S4_strategy2.npz,303-454,BLACK,BLACK,TP
continuous_0198_S4_strategy2.npz,454-606,-,YES,FP
continuous_0198_S4_strategy2.npz,606-757,GRANDFATHER,GRANDFATHER,TP
continuous_0198_S4_strategy2.npz,757-909,BLACK,BLACK,TP
continuous_0198_S4_strategy2.npz,398-523,YES,-,FN
continuous_0198_S4_strategy2.npz,779-909,OCTOBER,-,FN
continuous_0199_S4_strategy2.npz,0-255,-,GIRL,FP
continuous_0199_S4_strategy2.npz,255-384,BLACK,BLACK,TP
continuous_0199_S4_strategy2.npz,384-513,GRANDMOTHER,GRANDMOTHER,TP
continuous_0199_S4_strategy2.npz,513-642,DARK,DARK,TP
continuous_0199_S4_strategy2.npz,642-769,PARENTS,PARENTS,TP
continuous_0199_S4_strategy2.npz,769-897,WHITE,WHITE,TP
continuous_0199_S4_strategy2.npz,0-129,ORANGE,-,FN
continuous_0199_S4_strategy2.npz,129-254,MONDAY,-,FN
continuous_0200_S4_strategy2.npz,0-153,HARD OF HEARING,HARD OF HEARING,TP
continuous_0200_S4_strategy2.npz,153-306,AUNTIE,AUNTIE,TP
continuous_0200_S4_strategy2.npz,306-459,THURSDAY,THURSDAY,TP
continuous_0200_S4_strategy2.npz,459-612,SEPTEMBER,SEPTEMBER,TP
continuous_0200_S4_strategy2.npz,612-765,BLUE,BLUE,TP
continuous_0200_S4_strategy2.npz,641-767,UNDERSTAND,-,FN
continuous_0201_S4_strategy2.npz,0-111,SLOW,SLOW,TP
continuous_0201_S4_strategy2.npz,111-223,APRIL,APRIL,TP
continuous_0201_S4_strategy2.npz,223-336,NOVEMBER,NOVEMBER,TP
continuous_0201_S4_strategy2.npz,336-559,OCTOBER,OCTOBER,TP
continuous_0201_S4_strategy2.npz,559-672,AUGUST,AUGUST,TP
continuous_0201_S4_strategy2.npz,672-783,BLUE,BLUE,TP
continuous_0201_S4_strategy2.npz,783-895,MAY,MAY,TP
continuous_0202_S4_strategy2.npz,0-174,-,MARCH,FP
continuous_0202_S4_strategy2.npz,174-349,GREEN,GREEN,TP
continuous_0202_S4_strategy2.npz,349-525,-,GRANDMOTHER,FP
continuous_0202_S4_strategy2.npz,525-699,BLUE,BLUE,TP
continuous_0202_S4_strategy2.npz,699-874,GRANDMOTHER,GRANDMOTHER,TP
continuous_0202_S4_strategy2.npz,0-129,GRAY,-,FN
continuous_0202_S4_strategy2.npz,129-256,MARCH,-,FN
continuous_0202_S4_strategy2.npz,383-508,MOTHER,-,FN
continuous_0202_S4_strategy2.npz,642-749,UNDERSTAND,-,FN
continuous_0203_S4_strategy2.npz,0-99,LIGHT,LIGHT,TP
continuous_0203_S4_strategy2.npz,99-198,WRONG,WRONG,TP
continuous_0203_S4_strategy2.npz,198-297,-,APRIL,FP
continuous_0203_S4_strategy2.npz,297-496,VIOLET,VIOLET,TP
continuous_0203_S4_strategy2.npz,496-595,-,VIOLET,FP
continuous_0203_S4_strategy2.npz,595-696,-,DARK,FP
continuous_0203_S4_strategy2.npz,696-894,RED,RED,TP
continuous_0203_S4_strategy2.npz,253-381,APRIL,-,FN
continuous_0203_S4_strategy2.npz,511-643,BLACK,-,FN
continuous_0203_S4_strategy2.npz,773-894,JANUARY,-,FN
continuous_0204_S4_strategy2.npz,153-307,-,DON’T UNDERSTAND,FP
continuous_0204_S4_strategy2.npz,307-462,BLACK,BLACK,TP
continuous_0204_S4_strategy2.npz,462-615,NOVEMBER,NOVEMBER,TP
continuous_0204_S4_strategy2.npz,615-769,-,HELLO,FP
continuous_0204_S4_strategy2.npz,769-924,BROWN,BROWN,TP
continuous_0204_S4_strategy2.npz,0-134,DECEMBER,-,FN
continuous_0204_S4_strategy2.npz,134-262,DON’T UNDERSTAND,-,FN
continuous_0204_S4_strategy2.npz,405-536,RED,-,FN
continuous_0204_S4_strategy2.npz,663-793,KNOW,-,FN
continuous_0205_S4_strategy2.npz,0-204,MARCH,MARCH,TP
continuous_0205_S4_strategy2.npz,204-408,ORANGE,ORANGE,TP
continuous_0205_S4_strategy2.npz,408-510,FATHER,FATHER,TP
continuous_0205_S4_strategy2.npz,510-612,-,UNCLE,FP
continuous_0205_S4_strategy2.npz,612-816,PINK,PINK,TP
continuous_0205_S4_strategy2.npz,816-919,BROWN,BROWN,TP
continuous_0205_S4_strategy2.npz,125-259,ORANGE,-,FN
continuous_0205_S4_strategy2.npz,649-787,SEPTEMBER,-,FN
continuous_0206_S4_strategy2.npz,0-193,GRANDFATHER,GRANDFATHER,TP
continuous_0206_S4_strategy2.npz,193-387,BLUE,BLUE,TP
continuous_0206_S4_strategy2.npz,129-257,DECEMBER,-,FN
continuous_0207_S4_strategy2.npz,0-138,GREEN,GREEN,TP
continuous_0208_S5_strategy2.npz,0-130,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_0208_S5_strategy2.npz,130-262,-,SATURDAY,FP
continuous_0208_S5_strategy2.npz,262-525,KNOW,KNOW,TP
continuous_0208_S5_strategy2.npz,525-657,SON,SON,TP
continuous_0208_S5_strategy2.npz,657-789,HOT,HOT,TP
continuous_0208_S5_strategy2.npz,789-921,BREAD,BREAD,TP
continuous_0208_S5_strategy2.npz,144-268,JANUARY,-,FN
continuous_0208_S5_strategy2.npz,268-395,SATURDAY,-,FN
continuous_0209_S5_strategy2.npz,0-177,THANK YOU,THANK YOU,TP
continuous_0209_S5_strategy2.npz,177-355,-,DAUGHTER,FP
continuous_0209_S5_strategy2.npz,355-534,-,TUESDAY,FP
continuous_0209_S5_strategy2.npz,534-711,CRAB,CRAB,TP
continuous_0209_S5_strategy2.npz,711-889,WRONG,WRONG,TP
continuous_0209_S5_strategy2.npz,0-121,WEELCHAIR PERSON,-,FN
continuous_0209_S5_strategy2.npz,249-377,SUGAR,-,FN
continuous_0209_S5_strategy2.npz,377-504,DAUGHTER,-,FN
continuous_0209_S5_strategy2.npz,504-631,TUESDAY,-,FN
continuous_0210_S5_strategy2.npz,0-300,SEPTEMBER,SEPTEMBER,TP
continuous_0210_S5_strategy2.npz,300-450,SHRIMP,SHRIMP,TP
continuous_0210_S5_strategy2.npz,450-600,JUICE,JUICE,TP
continuous_0210_S5_strategy2.npz,600-750,DON’T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0210_S5_strategy2.npz,750-900,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_0210_S5_strategy2.npz,0-126,TUESDAY,-,FN
continuous_0210_S5_strategy2.npz,382-509,MAN,-,FN
continuous_0211_S5_strategy2.npz,0-148,-,FISH,FP
continuous_0211_S5_strategy2.npz,148-447,-,HELLO,FP
continuous_0211_S5_strategy2.npz,447-597,HOT,HOT,TP
continuous_0211_S5_strategy2.npz,597-747,-,PINK,FP
continuous_0211_S5_strategy2.npz,0-117,TUESDAY,-,FN
continuous_0211_S5_strategy2.npz,117-244,FISH,-,FN
continuous_0211_S5_strategy2.npz,244-366,HELLO,-,FN
continuous_0211_S5_strategy2.npz,366-490,THREE,-,FN
continuous_0211_S5_strategy2.npz,617-745,PINK,-,FN
continuous_0212_S5_strategy2.npz,0-180,WOMAN,WOMAN,TP
continuous_0212_S5_strategy2.npz,180-360,-,APRIL,FP
continuous_0212_S5_strategy2.npz,360-540,WEDNESDAY,WEDNESDAY,TP
continuous_0212_S5_strategy2.npz,540-720,GRAY,GRAY,TP
